reading,writing,declaredNormalizedReading,zh,script,source_page,source_column,source_entry_no,source_writing
へいぜん,平然,へいぜん,沉著、冷靜、不在乎、坦然,kanji,744,left,02,平然
ぼうぜん,呆然,ぼうぜん,茫然、呆然、呆呆地,kanji,744,left,03,呆然
ほろにがい,ほろ苦い,ほろにがい,稍苦的,kanji,744,left,04,ほろ苦い
ほんね,本音,ほんね,真正的音色、真話、真心話,kanji,744,right,06,本音
ほんのう,本能,ほんのう,本能、情,kanji,744,right,07,本能
まごころ,真心,まごころ,真心、誠心誠意,kanji,744,right,08,真心
まごつく,まごつく,まごつく,慌張、驚慌失措、不知所措、徘徊,hiragana,744,right,09,まごつく
マンネリ,マンネリ,まんねり,因循守舊、墨守成規、千篇一律、老套,katakana,744,right,01,mannerism 之略
みだす,乱す,みだす,弄亂、攪亂,kanji,745,left,12,乱す
みれん,未練,みれん,名-形動、不熟練、不成熟、依戀、戀戀不、不乾脆、怯丑,kanji,745,left,14,未練
なかんしん,無関心,なかんしん,名-形動、不關心、不咸興趣,kanji,745,left,15,無関心
ものたりない,物足りない,ものたりない,威覺缺少什麼而不滿足、有択収、完美、美中不足,kanji,745,left,16,物足りない
もりあがる,盛り上がる,もりあがる,向上或向外、鼓起、隆起、情緒、要求等、沸脆、高漲,kanji,745,left,17,盛り上がる
やけに,やけに,やけに,非常、入、特別、內心,hiragana,745,left,18,やけに
やしん,野心,やしん,野心,kanji,745,right,19,野心
やわらぐ,和らく,やわらぐ,和合、變柔和、和緩起來,kanji,745,right,20,和らく
ゆうえつ,優越,ゆうえつ,自功、優越,kanji,745,right,21,優越
ゆうわく,誘惑,ゆうわく,誘惑、引誘,kanji,745,right,23,誘惑
ゆとり,ゆとり,ゆとり,合餘地、寬裕,hiragana,746,left,25,ゆとり
ゆるむ,緩む,ゆるむ,鬆散、緩和、鬆弛、本,kanji,746,left,26,緩む
ようじんぶかい,用心深い,ようじんぶかい,十分小心、十分謹慎、品,kanji,746,left,27,用心深い
ロマンチック,ロマンチック,ろまんちっく,浪漫的、傳奇的、風流的、神祕的,katakana,746,left,30,romantic
いのり,祈り,いのり,祈禱、禱告,kanji,747,left,08,祈り
いよく,意欲,いよく,意志、熱情,kanji,747,left,09,意欲
うちこむ,打ち込む,うちこむ,打進、釘進、射進、扣殺、用力扣、猛撲、園棋、攻入翌方陣地、瀧水,kanji,747,left,10,打ち込む
おしきる,押し切る,おしきる,切斷、排除、困難、反對,kanji,747,left,12,押し切る
おもいきる,思い切る,おもいきる,断念、死心、意志,kanji,747,left,13,思い切る
おろそか,疎か,おろそか,草率、疏忽,kanji,747,right,14,疎か
かためる,固める,かためる,使物質等、凝、一處、堅定、使崔固、加強防守、使安,kanji,747,right,15,固める
きよ,寄与,きよ,自作、貢獻、奉獻、有助於,kanji,747,right,07,寄与
けしさる,消し去る,けしさる,消滅、消除,kanji,747,right,19,消し去る
けつい,決意,けつい,決心、決意、下決心,kanji,748,left,20,決意
こころざし,志,こころざし,志願、志向、意園、厚意、盛情、表達心意的禮物、略表心意,kanji,748,left,24,志
こころざす,志す,こころざす,立志、志向、志原,kanji,748,left,25,志す
こんき,根気,こんき,耐性、毅力、精力,kanji,748,left,02,根気
しいる,強いる,しいる,強迫、強使,kanji,748,right,03,強いる
しのぐ,凌ぐ,しのぐ,忍耐、忍受、抵禦、躲避、排除、擺脫、應付、冒著、凌駕、超過,kanji,748,right,00,凌ぐ
しゅどう,主導,しゅどう,主導、主動,kanji,748,right,01,主導
しょうきよ,消去,しょうきよ,正人、消失、消去、塗掉、數、消去法、文字消夫,kanji,748,right,02,消去
しんぼう,卒抱,しんぼう,心工作,kanji,749,left,33,卒抱
せいいっぱい,精一杯,せいいっぱい,叉重、動、竭盡全力,kanji,749,left,35,精一杯
たいぼう,待望,たいぼう,待望雨降,kanji,749,left,36,待望
たんとうちょくにゅう,単刀直入,たんとうちょくにゅう,開門見山、直截了當,kanji,749,left,38,単刀直入
ちゃくもく,着目,ちゃくもく,自幼、著眼'注,kanji,749,right,39,着目
ちゅうとはんぱ,中途半端,ちゅうとはんぱ,作動、半途而廢、沒有完成、不夠徹底,kanji,749,right,40,中途半端
ちょくめん,直面,ちょくめん,面對、面臨,kanji,749,right,42,直面
つらぬく,貫く,つらぬく,貫穿、貫徹,kanji,749,right,45,貫く
でなおし,出直し,でなおし,重新開始、重來,kanji,750,left,46,出直し
とどめる,留める,とどめる,停住、阻止、留下、遺留、止於、某,kanji,750,left,47,留める
なげだす,投げ出す,なげだす,拋出、扔下、拋棄、放棄、拿出、廈出、獻出,kanji,750,left,48,投げ出す
にんたい,忍耐,にんたい,偏忍而,kanji,750,left,49,忍耐
ねばり,粘り,ねばり,黏性、黏度、堅韌頡強,kanji,750,left,50,粘り
ねばる,粘る,ねばる,有耐性、堅持,kanji,750,left,51,粘る
ねんがん,念願,ねんがん,願常、心願,kanji,750,left,52,念願
のぞましい,望ましい,のぞましい,所希望的、希望那様、理想的、最、心,kanji,750,right,03,望ましい
はいじょ,排除,はいじょ,排除、消除,kanji,750,right,04,排除
はげむ,励む,はげむ,努力、勤勉,kanji,750,right,07,励む
はたす,果たす,はたす,完成、寅現、履行、接在動詞周、用形後、表示完了、全部等、宗、還願,kanji,751,left,58,果たす
はんする,反する,はんする,自功、違反、相反、造反,kanji,751,left,59,反する
ひたすら,ひたすら,ひたすら,只願一味,hiragana,751,left,60,ひたすら
ひとくろう,一苦労,ひとくろう,費一些力氣、費一些力氣、操、些心,kanji,751,left,61,一苦労
まちどおしい,待ち遠しい,まちどおしい,助己久的,kanji,751,left,02,待ち遠しい
まちのぞむ,待ち望む,まちのぞむ,期待、盼草,kanji,751,left,63,待ち望む
やりとげる,遣りし遂げる,やりとげる,徹底做到完、進行到底、完成,kanji,751,right,07,遣りし遂げる
ようぼう,要望,ようぼう,要望,kanji,751,right,68,要望
よくぶかい,欲深い,よくぶかい,食而無厭、貪心不足的樣子,kanji,751,right,09,欲深い
あざわらう,喘笑う,あざわらう,人失敗瑞笑,kanji,752,left,02,喘笑う
あまえる,甘える,あまえる,撒嬌、利用,kanji,752,left,03,甘える
うぬぼれ,自惚れ,うぬぼれ,自滿、自負、自大,kanji,752,left,06,自惚れ
かたおもい,片思い,かたおもい,單戀、單相思,kanji,752,right,07,片思い
きずつける,傷付ける,きずつける,弄傷、弄出瑕疵、缺陷、毛病、情、損害、損傷、敗壞,kanji,752,right,08,傷付ける
けがらわしい,汚らわしい,けがらわしい,污穢的、令人厭惡的,kanji,753,left,13,汚らわしい
けがれる,汚れる,けがれる,弄髒、玷汙,kanji,753,left,14,汚れる
こいする,恋する,こいする,戀愛、愛,kanji,753,left,15,恋する
このましい,好ましい,このましい,理想的、滿意的,kanji,753,left,18,好ましい
しこう,嗜好,しこう,嗜好、愛好、興趣、喜歡、討厭,kanji,753,left,19,嗜好
しぶい,渋い,しぶい,澀、素雅,kanji,753,right,22,渋い
たんどく,単独,たんどく,單獨行動、獨自,kanji,753,right,23,単独
はんかん,反感,はんかん,反感,kanji,754,left,28,反感
ぶじょく,傷辱,ぶじょく,各色光、侮辱、凌辱、和,kanji,754,left,30,傷辱
みぐるしい,見苦しい,みぐるしい,令人看不下去的、不好看、不體面、難看,kanji,754,left,31,見苦しい
むかつく,むかつく,むかつく,噁心、反胃、生氣、發她,hiragana,754,left,32,むかつく
ものずき,物好き,ものずき,形動、從事或觀看古怪東西、也指喜歡、心、様的人、好奇、理,kanji,754,right,03,物好き
もめる,揉める,もめる,發生糾紛、擔心,kanji,754,right,04,揉める
かんむりょう,感無量,かんむりょう,威慨無量、威慨無量,kanji,754,right,01,感無量
くすぐったい,くすぐったい,くすぐったい,被搔癢到想發笑的威覺、發癢'、癢、着的,hiragana,755,left,03,くすぐったい
こころよい,快い,こころよい,高興、愉快、爽快、病情、良好,kanji,755,left,04,快い
こっけい,滑稽,こっけい,滑稽、可笑、訪諸,kanji,755,left,05,滑稽
なごやか,和やか,なごやか,更動、心情愉快、気気和諸、和睦,kanji,755,left,07,和やか
はずむ,弾む,はずむ,情緒、高漲、提高、聲音、呼吸、急促、凶瑚、狠下心來、花大筆錢買,kanji,755,left,08,弾む
あつりょく,圧力,あつりょく,歴力、制伏力,kanji,755,right,01,圧力
うざい,うざい,うざい,陰鬱、鬱問、玄、太愉、之略,hiragana,755,right,03,うざい
がっくり,がっくり,がっくり,中且、頹喪、突然無力地,hiragana,756,left,08,がっくり
きずつく,傷付く,きずつく,受傷、負傷、弄出下交、歓隆、毛、威信、名聲等、遭受損害或敗壞、精,kanji,756,left,00,傷付く
ぐち,遇痴,ぐち,無用的、於事無補的、牢騷、抱怨,kanji,756,left,10,遇痴
くよくよ,くよくよ,くよくよ,反自疙、鬧交扭、放在、心上、想不開、煩惱,hiragana,756,left,01,くよくよ
こころぼそい,心細い,こころぼそい,因為沒有依靠而威到不安、当有把握,kanji,756,right,03,心細い
こどく,孤独,こどく,孤獨、珀單、情,kanji,756,right,04,孤独
こりつ,孤立,こりつ,孤立,kanji,756,right,05,孤立
せつない,切ない,せつない,因傷心或眷戀而心中煩問、難受、苦閱,kanji,756,right,06,切ない
ぜつぼう,絶望,ぜつぼう,自功、絕剖、無誤,kanji,756,right,07,絶望
だいなし,台無し,だいなし,弄壞、毀損、糟踢、完蛋,kanji,756,right,08,台無し
つうせつ,痛切,つうせつ,痛切、深切、争切,kanji,757,left,19,痛切
とまどい,戸惑い,とまどい,包-自、困惑、不知所措,kanji,757,left,20,戸惑い
とまどう,戸惑う,とまどう,和則五、夜裡醒來、迷迷糊糊、不辨方向、找不到門、不知所措、困惑,kanji,757,left,21,戸惑う
なげく,嘆く,なげく,但天、嘆氣、悲嘆、嘆忱、慨嘆,kanji,757,left,22,嘆く
なさけない,情けない,なさけない,無情、沒有仁慈心、可憐、悲慘、可恥、令人遺做,kanji,757,left,23,情けない
なやましい,悩ましい,なやましい,因疾病或心中有苦處而難過、難受、煩惱,kanji,757,left,24,悩ましい
なやます,悩ます,なやます,使煩惱、煩擾、折磨、惱人、迷和人、悲傷、痛苦,kanji,757,left,25,悩ます
なやみ,人悩み,なやみ,煩惱、苦惱、痛苦、病、患病,kanji,757,right,26,人悩み
はかない,儚い,はかない,不確定、不可靠、渺茫、易變的,kanji,757,right,28,儚い
もろい,脆い,もろい,易碎的、容易壞的、脆的、容易動、威情的、心軟、威情脆弱、容易屈服,kanji,757,right,31,脆い
ゆううつ,憂鬱,ゆううつ,形和、憂鬱、鬱問、愁閃,kanji,758,left,32,憂鬱
うっとうしい,うっとうしい,うっとうしい,天氣、心情等陰鬱不明朗、煩厭的、不痛快的,hiragana,758,left,03,うっとうしい
おそれいる,麗れ入る,おそれいる,真對不起、非常威激、佩服、認輸、威到意外、吃不消、為難,kanji,758,left,04,麗れ入る
おそれ,恐れ,おそれ,害怕、恐刷、擔心、擔憂、疑慮,kanji,758,left,05,恐れ
おっかない,おっかない,おっかない,可怕的、令人害怕的、令人提、心、和吊膽的、理,hiragana,758,right,06,おっかない
おどす,脅す・威す,おどす,威脅、恐嚇,kanji,758,right,07,脅す・威す
おどろき,驚き,おどろき,驚恐、吃驚、驚愕、震驚,kanji,758,right,08,驚き
おびやかす,脅かす,おびやかす,威脅、威跡、蹴距、危及、威脅到,kanji,758,right,00,脅かす
かんかん,かんかん,かんかん,硬物相撞聲、火、陽光等炙熱強、大發脾氣、同,hiragana,758,right,01,かんかん
きょうい,驚異,きょうい,驚異,kanji,759,left,12,驚異
こりる,懲りる,こりる,扎包、因為吃過苦頭、不敢再嘗試,kanji,759,left,14,懲りる
しょうげき,衝撃,しょうげき,衝擊、震撼；精神上的打擊,kanji,759,left,15,衝撃
なんと,なんと,なんと,怎麼'、怎樣,hiragana,759,right,21,なんと
ののしる,罵る,ののしる,大聲吵鬧、野、説寺話,kanji,759,right,22,罵る
ばかばかしい,馬鹿馬鹿しい,ばかばかしい,毫無意義與價值、十分無聊、非當、映春,kanji,759,right,23,馬鹿馬鹿しい
はらはら,はらはら,はらはら,起時、樹葉ヽ眼涙水濱等、上共吉早、從閃落下貌、非常擔心的樣子、和,hiragana,760,left,25,はらはら
ぶきみ,不気味,ぶきみ,不由得、令人毛骨悚然、令人害怕,kanji,760,left,28,不気味
ふふく,不服,ふふく,生形、不服従、抗議、異議、不満意、不心服,kanji,760,left,29,不服
あしからず,悪しからず,あしからず,還語,kanji,761,left,01,悪しからず
おおめ,大目,おおめ,寬恕、饒恕、容忍,kanji,761,left,02,大目
おしむ,惜しむ,おしむ,了書、吝惜、捨不得、忱羿、可惜,kanji,761,left,03,惜しむ
かなう,叶う,かなう,實現、如願；符合；敵得過,kanji,761,left,04,叶う
かんベべん,勘弁,かんべべん,饒恕、原諒、容忍、明辯是非,kanji,761,left,05,勘弁
しゃざい,謝罪,しゃざい,自他、謝罪、賠禮,kanji,761,right,0m,謝罪
たまう,たまう,たまう,賜予、接在動詞、連用形下、表示對長上動作的敬意,hiragana,761,right,09,たまう
めいよ,名誉,めいよ,頭銜,kanji,761,right,12,名誉
めぐみ,恵み,めぐみ,恩惠、恩澤,kanji,762,left,13,恵み
めぐむ,恵む,めぐむ,同情、憐個、施捨、周注,kanji,762,left,34,恵む
めんぼく・めんもく,面目,めんぼく・めんもく,臉面、面,kanji,762,right,05,面目
あやぶむ,危ぶむ,あやぶむ,操心、擔心、認為靠不住、有風了,kanji,763,left,01,危ぶむ
ありふれる,ありふれる,ありふれる,常有、不稀奇,hiragana,763,left,02,ありふれる
いまさら,今更,いまさら,現在、後常接否定語、現在重新,kanji,763,left,04,今更
いそん・いぞん,依存,いそん・いぞん,依存、'依靠、賴以生存,kanji,763,left,05,依存
おこない,行い,おこない,行為、形動、舉止、品行,kanji,763,right,06,行い
おもいつき,思いつき,おもいつき,想起、示經深思、隨便想、主意,kanji,763,right,07,思いつき
かえりみる,省みる,かえりみる,反省、反躬、自問,kanji,763,right,0m,省みる
かっきてき,画期的,かっきてき,劃時代的,kanji,763,right,00,画期的
かなわない,かなわない,かなわない,對手、敵不過、趕不上的,hiragana,764,left,11,かなわない
くいちがう,食い違う,くいちがう,不一致、有分歧、交錯、錯位,kanji,764,left,15,食い違う
けんち,見地,けんち,觀點、立場、到建築預定地等、勘、青土地,kanji,764,left,16,見地
こらす,凝らす,こらす,凝集、集中,kanji,764,right,,凝らす
たてまえ,建前,たてまえ,主義、方針、主張、外表、建、森位式,kanji,765,left,23,建前
どうい,同意,どうい,計同義、同一意見、意見相同、贊成,kanji,765,left,24,同意
とって,とって,とって,本季、助詞、添加促音、示不鹿視旋例外、就是、甚至、表示,hiragana,765,left,25,とって
とんだ,とんだ,とんだ,意想不到的、災難、意外的、事故、無法挽,hiragana,765,left,26,とんだ
ネタ,ネタ,ねた,材料、證據,katakana,765,left,27,ネタ
ねん,念,ねん,尖人念頭、心情、観念、宿願、用心、思念考慮,kanji,765,right,29,念
ひそか,密か,ひそか,祕密地、暗中、悄悄地,kanji,765,right,31,密か
ひとちがい,人違い,ひとちがい,自認錯人、弄錯人,kanji,765,right,32,人違い
もうしぶん,申し分,もうしぶん,可挑剔之處、缺點、申辯的理由、意見,kanji,765,right,33,申し分
あかし,証,あかし,仿證據、證明,kanji,766,left,02,証
あて,当て,あて,墊賣物、墊布,kanji,766,left,03,当て
あやふや,あやふや,あやふや,態度不明確的、靠不住的樣子、含、混的、曖昧的,hiragana,766,left,04,あやふや
あんのじょう,案の定,あんのじょう,果然、不出所料,kanji,766,left,05,案の定
イエス,イエス,いえす,同意,katakana,766,left,06,yes
いかなる,いかなる,いかなる,如何的、怎樣的、什麼樣的、點,hiragana,766,right,07,いかなる
いかに,いかに,いかに,上論怎樣也、怎麼樣、怎麼,hiragana,766,right,08,いかに
いかにも,いかにも,いかにも,的的確確、完全、寅在、果然、的確,hiragana,766,right,09,いかにも
いずれも,何れも,いずれも,無論哪一個都、全都,kanji,766,right,00,何れも
うちけし,打ち消し,うちけし,否定、取消,kanji,766,right,01,打ち消し
かくてい,確定,かくてい,自他、確定,kanji,767,left,13,確定
かりに,仮に,かりに,暫時、姑且、假設、即使,kanji,767,left,15,仮に
きょぜつ,拒絶,きょぜつ,拒絕,kanji,767,left,18,拒絶
きょひ,拒否,きょひ,拒絕、否決、判斷,kanji,767,left,19,拒否
ぎわく,疑惑,ぎわく,疑惑、疑心、'疑慮,kanji,767,right,20,疑惑
ごうい,合意,ごうい,所才疙、同意、達成協議、意見一到,kanji,767,right,24,合意
ことによると,ことによると,ことによると,可能、説不定、或許,hiragana,767,right,25,ことによると
こんどう,混同,こんどう,自他功、混同、混消、混為一談,kanji,768,left,26,混同
さぞかし,さぞかし,さぞかし,的強調、想必、一定,hiragana,768,left,28,さぞかし
さほど,さほど,さほど,後多接否定語、並、不是、並、不像,hiragana,768,left,30,さほど
じしゅ,自主,じしゅ,自由、自主、獨立、思,kanji,768,right,02,自主
したしらべ,下調べ,したしらべ,預先調查、事前考察、預習,kanji,768,right,03,下調べ
しまつ,始末,しまつ,事情的、始末、原委、情況、占、處理、應付、儉省、節約,kanji,768,right,04,始末
しんさ,審査,しんさ,審查,kanji,768,right,05,審査
しんにん,信任,しんにん,信任,kanji,768,right,06,信任
すいそく,推測,すいそく,推測、猜測、估計,kanji,768,right,07,推測
すいり,推理,すいり,推理、推論、推断,kanji,769,left,38,推理
せいする,制する,せいする,地盆、制止、壓制、控制、制定,kanji,769,left,39,制する
せいみつ,精密,せいみつ,形動、精密、精確、細級,kanji,769,left,40,精密
ぜせい,是正,ぜせい,才-他、更正、糾正、訂正、矯正,kanji,769,left,41,是正
そうおう,相応,そうおう,各-自攻-形動、適合、相稱、適宜,kanji,769,left,42,相応
そくばく,束縛,そくばく,東縛、限制,kanji,769,left,43,束縛
そし,阻止,そし,阻止、擋住、阻塞、判斷,kanji,769,left,44,阻止
それゆえ,それ故,それゆえ,之隔、擺本、因為那個、所以'正因為如此,kanji,769,right,45,それ故
だったら,だったら,だったら,央蛤、這樣的話、那樣的話,hiragana,770,left,04,だったら
だんぜん,断然,だんぜん,加-形、斷然、顯然、確實、堅決、後接否定語、絕、不,kanji,770,left,54,断然
どうにか,どうにか,どうにか,想點法子、經過一些曲折、總算、了歹、勉勉強強,hiragana,770,right,07,どうにか
とかく,とかく,とかく,種種；動不動就、往往；總之,hiragana,770,right,08,とかく
とがめる,谷める,とがめる,責備、挑剔、盤問、仙、傷口等、紅用,kanji,770,right,09,谷める
なおさら,なおさら,なおさら,更加、越、更,hiragana,771,left,62,なおさら
なるたけ,なるたけ,なるたけ,盡量、儘可能,hiragana,771,left,63,なるたけ
なんだか,何だか,なんだか,讓論、是什麼、不知道為什麼、總覺得、不由得,kanji,771,left,64,何だか
はばむ,阻む,はばむ,凶慌、阻礙、阻止,kanji,771,left,07,阻む
ふかけつ,不可欠,ふかけつ,氏和、不可缺、必需,kanji,771,right,01,不可欠
ベスト,ベスト,べすと,最好、最上等、最善、全,katakana,771,right,73,best
べんぎ,便宜,べんぎ,方便、便利、欄宜,kanji,772,left,74,便宜
まぎれる,紛れる,まぎれる,混入、混進、因受某事物吸引、注意力分散、暫時忘掉、消解,kanji,772,left,76,紛れる
まして,まして,まして,何況、況且、古、更加,hiragana,772,left,77,まして
みあわせる,見合わせる,みあわせる,面面、相視、暫停、暫不進行、對照,kanji,772,left,78,見合わせる
よくせい,抑制,よくせい,抑制、制止,kanji,773,left,90,抑制
よし,良し,よし,的文語形式、好、行、可,kanji,773,left,91,良し
よしあし,善し悪し,よしあし,善惡、好壞、有利有商、善惡難明、理解,kanji,773,left,22,善し悪し
アプローチ,アプローチ,あぷろおち,所自疙、接近、靠近、探討、研究,katakana,773,right,01,approach
オプション,オプション,おぷしょん,選項；附加配備,katakana,773,right,02,option
かいめい,解明,かいめい,二-他、解釋清楚,kanji,774,left,04,解明
がたい,難い,がたい,上反動記連用形、表示、搬難、仙,kanji,774,left,05,難い
ぎんみ,吟味,ぎんみ,他功、吟頌詩歌、仔細體會、玩味、仔、喱酌、考慮、生,kanji,774,left,08,吟味
ことがら,事柄,ことがら,事情、情況、事態,kanji,775,left,15,事柄
さとる,悟る,さとる,醒悟、算悟、理解、認識、察引、發覺、看破、佛、悟道、了悟,kanji,775,left,18,悟る
しきる,仕切る,しきる,他五、自五、隔開、間隔開、司分開、結帳,kanji,775,left,19,仕切る
しゅうしゅう,収集,しゅうしゅう,收集、蒐集,kanji,775,left,20,収集
しゅつげん,出現,しゅつげん,自功、出現,kanji,775,right,21,出現
しょうごう,照合,しょうごう,寢-凶吃對照、校對、核對、帳,kanji,775,right,22,照合
しょうだく,承諾,しょうだく,所他功、承諾、應允,kanji,775,right,23,承諾
せいだく,清濁,せいだく,清濁、人的、正邪、善悪、清音和、渴音,kanji,775,right,26,清濁
そなわる,具わる・ 備わる,そなわる,軍人、具有、設有、内備,kanji,776,left,27,具わる・ 備わる
たいひ,対比,たいひ,手包吃、對比、對照,kanji,776,left,29,対比
だかい,打開,だかい,打開、開關、途徑、解決、問題,kanji,776,left,30,打開
たんけん,探検,たんけん,探険、探査,kanji,776,left,31,探検
ついきゅう,追及,ついきゅう,各-他、追上、趕上、追究,kanji,776,left,32,追及
てんけん,点検,てんけん,検呈検査,kanji,776,right,05,点検
とげる,遂げる,とげる,急成長遂,kanji,776,right,06,遂げる
とりわけ,取り分け,とりわけ,客-玉、分成僧、相撲、平局、平手、特別、格外、分外,kanji,777,left,39,取り分け
なんか,なんか,なんか,推一個例子意指其餘、之類、'等等、什麼的,hiragana,777,left,40,なんか
ばくぜん,漢然,ばくぜん,合棚、籠統、曖昧、不明確,kanji,777,left,41,漢然
ぶんさん,分散,ぶんさん,分散開散,kanji,777,left,42,分散
ぶんベつ,分別,ぶんべつ,分別、司別、分類,kanji,777,left,43,分別
まるっきり,まるっきり,まるっきり,人動、的強調形式、後接右、定語、完全、簡直、根本,hiragana,777,left,44,まるっきり
めいはく,明白,めいはく,明白,kanji,777,right,45,明白
もさく,模索,もさく,寢-自佃、摸索、探尋,kanji,777,right,47,模索
ようそう,様相,ようそう,様子、情況形勢、模様,kanji,777,right,49,様相
よみとる,読み取る,よみとる,領會、讀懂、看明白、理解,kanji,778,left,51,読み取る
るいじ,類似,るいじ,生生、類似、相似,kanji,778,left,53,類似
るい,類,るい,接尾、江種類、類型、同類、類似,kanji,778,left,54,類
あんじる,案じる,あんじる,掛念、擔心、文、思索,kanji,778,left,00,案じる
いざしらず,いざ知らず,いざしらず,姑且不談、還情有可原,kanji,778,left,02,いざ知らず
いたって,至って,いたって,非常、極其,kanji,778,right,03,至って
いちがいに,一概に,いちがいに,一概、一律、沒有例外地、常和否定、司相應,kanji,778,right,04,一概に
いちよう,一様,いちよう,一様、平常、平等,kanji,778,right,06,一様
いちりつ,一筆,いちりつ,同様的音律、一様、一律、千篇一律,kanji,778,right,07,一筆
いろん,異論,いろん,異議、不同意見,kanji,778,right,08,異論
うそつき,嘘つき,うそつき,說謊、說謊的人、吹牛的廣告,kanji,779,left,10,嘘つき
おおすじ,大筋,おおすじ,內容提要、主要內容、要點、梗概,kanji,779,left,11,大筋
おのずから,自ずから,おのずから,自然而然地、自然就,kanji,779,left,12,自ずから
おのずと,自ずと,おのずと,自然會明白,kanji,779,left,13,自ずと
おぼえ,覚え,おぼえ,信心、信任、器重、記事,kanji,779,left,14,覚え
おもむき,趣,おもむき,"旨趣""大意、風趣'、雅趣、風格、韻味、景象、局面、情形",kanji,779,right,15,趣
がいせつ,概説,がいせつ,所歸功、概說、概述、概論,kanji,779,right,18,概説
がいねん,概念,がいねん,概念,kanji,779,right,19,概念
がいりゃく,概略,がいりゃく,概略梗概、概要、大致、大隊,kanji,779,right,20,概略
かんてん,観点,かんてん,観同、看法、見解,kanji,780,left,22,観点
ぎのう,技能,ぎのう,技能、本領,kanji,780,left,23,技能
きゃっかん,客観,きゃっかん,客觀,kanji,780,left,24,客観
きゅうきよく,究極,きゅうきよく,究極,kanji,780,left,25,究極
きょうくん,教訓,きょうくん,教訓,kanji,780,left,26,教訓
けがれ,汚れ,けがれ,汙穢、汙點,kanji,780,left,27,汚れ
こうみょう,巧妙,こうみょう,巧妙、思,kanji,780,right,28,巧妙
ごさ,誤差,ごさ,誤差、差錯,kanji,780,right,29,誤差
ごもっとも,御元も,ごもっとも,正確、肯定,kanji,780,right,02,御元も
こんきょ,根拠,こんきょ,根據,kanji,781,left,33,根拠
こんてい,根底,こんてい,根底、基礎,kanji,781,left,34,根底
こんぼん,根本,こんぼん,根本、根源、基礎,kanji,781,left,35,根本
さいぜん,最善,さいぜん,最善、最好、全力,kanji,781,left,36,最善
さくご,錯誤,さくご,錯誤、主觀認識與客觀實際的,kanji,781,left,37,錯誤
しくみ,仕組み,しくみ,結構、構造、戲劇、小說等、結構、劇情、企畫、計畫,kanji,781,left,38,仕組み
しかしながら,しかしながら,しかしながら,太還、的強調、可赴、然両、完全,hiragana,781,right,39,しかしながら
じったい,実態,じったい,質際汰態、質情,kanji,781,right,42,実態
しや,視野,しや,視野、觀察事物的、見識、眼界,kanji,783,left,45,視野
しゅかん,主観,しゅかん,主觀,kanji,783,left,46,主観
しゅし,趣旨,しゅし,宗旨、趣旨、文章説話的、主要、内容、意思,kanji,783,left,07,趣旨
しゅたい,主体,しゅたい,行為、作用的、主體、事物的主要、部分、核心、有意識的人,kanji,783,left,48,主体
しんじつ,真実,しんじつ,名-形動、馬真綿、事質、質在、質在地,kanji,783,left,50,真実
しんそう,上真相,しんそう,事件的、真相,kanji,783,right,01,上真相
ずばり,ずばり,ずばり,鋒利貌、喀嚎、說話、一語道破、中要害、一針見血,hiragana,783,right,03,ずばり
せいぎ,正義,せいぎ,正義、首義、正確的意思,kanji,783,right,06,正義
せいじょう,正常,せいじょう,形動、正常,kanji,784,left,57,正常
たやすい,たやすい,たやすい,不難、容易做到、輕而易舉,hiragana,784,right,04,たやすい
ちがえる,違える,ちがえる,他下、使不同、改變、弄錯、錯誤、扭、筋骨,kanji,784,right,65,違える
ちてき,知的,ちてき,智慧的、理性的,kanji,784,right,07,知的
てぎわ,手際,てぎわ,慮理事情的、手法、技巧、手腕、本領、做出的結果、圖,kanji,785,left,70,手際
とくぎ,特技,とくぎ,特別技能、技術,kanji,785,left,07,特技
なだかい,名高い,なだかい,有名、著名、出名,kanji,785,left,72,名高い
なまなましい,生々しい,なまなましい,生動的、鮮明的、非常新的,kanji,785,left,73,生々しい
にかよう,似通う,にかよう,類似、相似,kanji,785,left,75,似通う
にせもの,にせ物,にせもの,假冒者、冒充者、假冒的東西,kanji,785,right,06,にせ物
にもかかわらず,にもかかわらず,にもかかわらず,可是,hiragana,785,right,07,にもかかわらず
ひずむ,歪む,ひずむ,自天、變形、和歪斜,kanji,786,left,82,歪む
ひとなみ,人並み,ひとなみ,名形動、普通、一般,kanji,786,left,83,人並み
ぶつぎ,物議,ぶつぎ,群眾的批評,kanji,786,left,84,物議
ふめい,不明,ふめい,不詳、不清希、見識少、無能、盲,kanji,786,left,87,不明
へんけん,偏見,へんけん,偏見、偏執、知識,kanji,786,left,88,偏見
ポイント,ポイント,ぽいんと,年佃點、句點、小數點、重點、地點、體、得分,katakana,786,right,89,point
ほんかく,本格,ほんかく,本格,kanji,786,right,09,本格
ほんしつ,本質,ほんしつ,本質,kanji,786,right,02,本質
ほんたい,本体,ほんたい,真相、本來面,kanji,786,right,01,本体
まこと,誠,まこと,中生、真實、事實、誠意、真誠、誠心、誠然、的確、非党,kanji,787,left,04,誠
まさしく,まさしく,まさしく,的確、沒錯、正是、日本夏,hiragana,787,left,95,まさしく
みしらぬ,見知らぬ,みしらぬ,未見過的,kanji,787,left,97,見知らぬ
むいみ,無意味,むいみ,宮台、無意義、沒意思、沒價值、無聊,kanji,787,left,99,無意味
