reading,writing,declaredNormalizedReading,zh,script,source_page,source_column,source_entry_no,source_writing
もくろみ,目論見,もくろみ,計畫、意圖、企圖、和,kanji,787,right,01,目論見
ややこしい,ややこしい,ややこしい,錯綜複雜、弄不明白的樣子、費解,hiragana,787,right,02,ややこしい
ようほう,用法,ようほう,用法,kanji,787,right,05,用法
よかん,予感,よかん,預感、先知、預兆,kanji,787,right,06,予感
よって,よって,よって,援績、因此、所以,hiragana,788,left,07,よって
よほど,余程,よほど,相當、在很大程度上、很,kanji,788,left,08,余程
りてん,利点,りてん,優點、長處,kanji,788,left,10,利点
りょうしき,良識,りょうしき,正確的見識、健全的判斷力,kanji,788,left,11,良識
いちじちがい,一字違い,いちじちがい,錯一個字,kanji,788,right,02,一字違い
まんご,満語,まんご,漢字的、筆劃,kanji,788,right,08,満語
ごい,語某,ごい,詞彙、單字,kanji,789,left,08,語某
ごく,語旬,ごく,語旬,kanji,789,left,09,語旬
ごげん,語源,ごげん,語源、詞源,kanji,789,left,10,語源
じどうし,自動詞,じどうし,自動詞,kanji,789,left,12,自動詞
じょどうし,助動詞,じょどうし,語法、助動詞,kanji,789,right,05,助動詞
すうし,数詞,すうし,数詞,kanji,789,right,06,数詞
だいする,題する,だいする,題名、標題、命名、題字、題詞、資本論、題著作,kanji,790,left,19,題する
だいべん,代弁,だいべん,替人辯解、代言,kanji,790,left,20,代弁
たどうし,他動詞,たどうし,他動詞、及物動詞,kanji,790,left,21,他動詞
ちょくやく,直訳,ちょくやく,直譯,kanji,790,left,22,直訳
つかいこなす,使いこなす,つかいこなす,運用自如、掌握純熟、日本語使,kanji,790,left,23,使いこなす
つづり,綴り,つづり,裝訂成冊、拼字、拼音,kanji,790,left,24,綴り
ていせい,訂正,ていせい,訂正、改正、修訂,kanji,790,right,05,訂正
とくめい,匿名,とくめい,匿名,kanji,790,right,08,匿名
なづけおや,名付け親,なづけおや,給小孩、取名的人、某名稱、第一、個使用的人,kanji,790,right,29,名付け親
なづける,名付ける,なづける,命名、叫做、稱呼為,kanji,790,right,30,名付ける
なふだ,名札,なふだ,掛在門口的、行李上的、姓名牌、掛、在胸前的、名牌,kanji,791,left,31,名札
ならびに,並びに,ならびに,以及,kanji,791,left,33,並びに
ぶんご,文語,ぶんご,文言、文章語言、書寫語言,kanji,791,left,34,文語
ほんみょう,本名,ほんみょう,本名、真名,kanji,791,left,35,本名
マーク,マーク,まあく,找也疙、劃、記號、符號、標記、商標、標籤、標示、徽章,katakana,791,left,36,mark
まえおき,前置き,まえおき,前言、引言、序語、開場白,kanji,791,right,07,前置き
めいしょう,名称,めいしょう,名稱、一般指對事物的稱呼、習,kanji,791,right,08,名称
りゃくご,略語,りゃくご,略語、簡語,kanji,791,right,00,略語
ろうどく,朗読,ろうどく,你朗讀、朗誦,kanji,791,right,01,朗読
わぶん,和文,わぶん,日語文章、日文,kanji,791,right,02,和文
あかす,明かす,あかす,了天、說出來、揭露、過夜、通寡、證明,kanji,792,left,01,明かす
ありのまま,ありのまま,ありのまま,形動,hiragana,792,left,02,ありのまま
いいはる,言い張る,いいはる,人互、堅持主張、固執己見,kanji,792,left,03,言い張る
いいわけ,言い訳,いいわけ,辯解、分辯、道歉、賠不是、部、言用法上的分別,kanji,792,left,04,言い訳
いきごむ,意気込む,いきごむ,振奮、幹勁十足、踴躍,kanji,792,left,05,意気込む
うったえ,訴え,うったえ,訴訟、控告、訴苦、申訴,kanji,792,left,06,訴え
うながす,促す,うながす,嗎促使、促進,kanji,792,right,07,促す
エスカレート,エスカレート,えすかれえと,自他、逐步上升、逐步升級,katakana,792,right,08,escalate
オーケー,オーケー,おおけえ,可以、沒問題,katakana,792,right,01,OK
おおげさ,大袈裟,おおげさ,大袈裟,kanji,793,left,13,大袈裟
おせじ,お世辞,おせじ,恭維、話、素承、話、獻股勤的、話,kanji,793,left,14,お世辞
かかげる,掲げる,かかげる,旬下、懸、掛、升起、舉起、打著、挑、掀起、撩起、刊登、刊載、提出、揭出,kanji,793,left,16,掲げる
かきとる,書き取る,かきとる,把文章字句等、記下來、紀錄、抄錄,kanji,793,left,17,書き取る
かわす,交わす,かわす,交交換、交結交叉、互相,kanji,793,left,18,交わす
きさい,記載,きさい,記載、寫上、刊登,kanji,793,right,00,記載
きめい,記名,きめい,記名、身名,kanji,793,right,01,記名
こくはく,告白,こくはく,名-他、坦白、自白、懐悔、坦白自己、感情,kanji,794,left,29,告白
ごまかす,ごまかす,ごまかす,掩蓋、擴塞、敷衍、作假、搗鬼、舞弊,hiragana,794,right,32,ごまかす
コメント,コメント,こめんと,自疙、評語、解說、註番,katakana,794,right,33,comment
ごらんなさい,御覧なさい,ごらんなさい,観賞,kanji,794,right,34,御覧なさい
さけび,叫び,さけび,喊叫、尖叫、呼喊,kanji,795,left,37,叫び
ざつだん,雑談,ざつだん,各自功、閒談、說閒話、髓聊天,kanji,795,left,38,雑談
さんぴ,替美,さんぴ,名-他、讃美、讃揚、歌頒,kanji,795,left,39,替美
しつぎ,質疑,しつぎ,名-邊、質疑、疑問、提問,kanji,795,left,40,質疑
してき,指摘,してき,指出、指摘、掲示、還,kanji,795,left,41,指摘
しょうげん,証言,しょうげん,證言、證詞、作證,kanji,795,left,42,証言
しょうする,称する,しょうする,稱做名字叫,kanji,795,right,04,称する
じょげん,助言,じょげん,建議、忠告、従厚教作出主意,kanji,795,right,05,助言
しるす,記す,しるす,書寫、記述、記載、記住、銘記,kanji,795,right,06,記す
しれい,指令,しれい,指令、指示、通知、'命令,kanji,795,right,07,指令
すすめ,勧め,すすめ,勸告、建議、推薦,kanji,796,left,49,勧め
すらすら,すらすら,すらすら,痛快的、流利的、流幅的、順利的,hiragana,796,left,51,すらすら
せじ,世辞,せじ,奉承、恭維、巴結,kanji,796,left,53,世辞
せんげん,宣言,せんげん,宣言、宣布、宣告,kanji,796,left,55,宣言
たいだん,対談,たいだん,包員、對談、交談、對話,kanji,796,right,57,対談
たいわ,対話,たいわ,所自作談話、對話、會話,kanji,796,right,58,対話
だまりこむ,黙り込む,だまりこむ,渦滅、組,kanji,796,right,60,黙り込む
ちゅうじつ,忠実,ちゅうじつ,忠實、忠誠、如實、照原樣,kanji,797,left,62,忠実
ちんもく,沈黙,ちんもく,沈默、默不作聲、沈寂,kanji,797,left,63,沈黙
つげぐち,告げロ,つげぐち,嚼舌根、告密、搬弄是非、下,kanji,797,left,04,告げロ
ていきょう,提供,ていきょう,提供、供給,kanji,797,left,66,提供
ていさい,体裁,ていさい,外表、樣式、'、外貌、體面、體統、應、形式、局面,kanji,797,right,07,体裁
どころか,どころか,どころか,然而、可是、不過、用、的形式、一,hiragana,798,left,75,どころか
となえる,唱える,となえる,高喊、提倡、提出、'聲明、喊價、報價,kanji,798,left,76,唱える
とりいそぎ,取り急ぎ,とりいそぎ,書信用語、急速、立即、趕緊,kanji,798,left,77,取り急ぎ
なにげない,何気ない,なにげない,沒什麼明確、漫不經心的、無意的,kanji,798,left,78,何気ない
ナンセンス,ナンセンス,なんせんす,無意義、荒謬、愚蠢,katakana,798,right,81,nonsense
ニュアンス,ニュアンス,にゅあんす,神韻語気、色調、音調、意義、威情等、微妙差別、表達上的、細膩,katakana,798,right,83,(法) nuance
ばくろ,暴中,ばくろ,人曝曬、風吹日曬、暴露、揭露,kanji,799,left,06,暴中
はつげん,発言,はつげん,発言,kanji,799,left,87,発言
はなはだ,甚だ,はなはだ,神很、甚、非党,kanji,799,left,88,甚だ
ばれる,ばれる,ばれる,暴露、散露、破裂、時,hiragana,799,left,09,ばれる
ひやかす,冷やかす,ひやかす,冰鎮、冷卻、使變涼、嘲笑、開玩、只問價錢不買,kanji,799,right,02,冷やかす
ひょっと,ひょっと,ひょっと,口出,hiragana,799,right,03,ひょっと
ひょっとして,ひょっとして,ひょっとして,唔副、該不會是、萬一、一旦、如果,hiragana,799,right,04,ひょっとして
ひょっとすると,ひょっとすると,ひょっとすると,合并、也許、或許、有可能,hiragana,799,right,05,ひょっとすると
ふこく,布告,ふこく,名-他、休告、公告、宣告、宣布,kanji,800,left,96,布告
ふひょう,不評,ふひょう,評價不好、名聲不佳,kanji,800,left,97,不評
プレゼン,プレゼン,ぷれぜん,簡報、對音樂等的、詮釋,katakana,800,left,98,presentation 之略
ぺこぺこ,ぺこぺこ,ぺこぺこ,形動副、癌、不鼓、空腹、店召,hiragana,800,left,99,ぺこぺこ
べんかい,弁解,べんかい,自他、辯解'分辯、辯明,kanji,800,left,01,弁解
へんとう,返答,へんとう,表達,kanji,800,left,02,返答
べんろん,弁論,べんろん,所自和、辯論、法、辯護,kanji,800,right,03,弁論
ぼやく,ぼやく,ぼやく,發牢騷,hiragana,800,right,04,ぼやく
まぎらわしい,紛らわしい,まぎらわしい,因為相像而容易混淆、以假亂真的,kanji,800,right,08,紛らわしい
みせびらかす,見せびらかす,みせびらかす,炫耀、賣弄、顯示,kanji,800,right,07,見せびらかす
むごん,無言,むごん,無言、不說話、沈默,kanji,800,right,08,無言
むろん,無論,むろん,便當然、不用說,kanji,801,left,09,無論
もうしいれる,申し入れる,もうしいれる,提議、正式、提出,kanji,801,left,49,申し入れる
もうしこみ,申し込み,もうしこみ,提議、提出要求、申請、應徵、報名、預約,kanji,801,left,01,申し込み
もうしでる,申し出る,もうしでる,提出、申述、申請,kanji,801,left,12,申し出る
もうしで,申し出,もうしで,建議、提出、聲明、要求、法、申訴,kanji,801,left,43,申し出
もらす,漏らす,もらす,液體、氣體、光等、漏、漏出、秘、密等、洩漏、貴漏、發洩、尿褲子,kanji,801,left,14,漏らす
ユニーク,ユニーク,ゆにいく,到的、獨自的,katakana,801,right,15,unique
ようけん,用件,ようけん,應辦的、事情、要緊的事情、事情、的內容,kanji,801,right,16,用件
よっぽど,よっぽど,よっぽど,大量、在很大程度上、以上,hiragana,801,right,17,よっぽど
よびとめる,呼び止める,よびとめる,了下坊、叫住,kanji,801,right,18,呼び止める
よみあげる,読み上げる,よみあげる,朗讀、讀完,kanji,801,right,19,読み上げる
よろん・せろん,世論・世論,よろん・せろん,與論,kanji,801,right,20,世論・世論
リップサービス,リップサービス,りっぷさあびす,口惠、口頭上說好聽的話,katakana,802,left,21,lip service
りょうしょう,了承,りょうしょう,客-他作、知道、暁得、詠解、購察,kanji,802,left,22,了承
ろんぎ,論議,ろんぎ,還-他、議論、討論、辯論、爭論,kanji,802,left,23,論議
わるいけど,悪いけど,わるいけど,不好意思、但,kanji,802,left,24,悪いけど
うわがき,上書き,うわがき,寫在、信件等、上、的文字、腦用語、數據覆蓋,kanji,802,left,02,上書き
えつらん,閲覧,えつらん,寢-他吃、閱覽、查閱,kanji,802,right,04,閲覧
かじょうがき,箇条書き,かじょうがき,逐條地寫、引舉、列舉,kanji,802,right,96,箇条書き
けいぐ,敬具,けいぐ,敬啟、謹具,kanji,802,right,09,敬具
げんしょ,原書,げんしょ,宮原書、原版本、外語的、原文書,kanji,803,left,11,原書
こうどく,購読,こうどく,電-他、訂閱、購閱,kanji,803,left,14,購読
さんしょう,参照,さんしょう,寢包吃、參照、參看、參閱,kanji,803,left,15,参照
しゅだい,主題,しゅだい,文章、作品、樂曲的、主題、中心,kanji,803,right,16,主題
しょはん,初版,しょはん,印刷物、書籍的初版、第一版,kanji,803,right,07,初版
しょひょう,書評,しょひょう,書評，特別是對新刊書籍的評論,kanji,803,right,08,書評
ぜっぱん,絶版,ぜっぱん,絶版,kanji,803,right,00,絶版
そうかん,創刊,そうかん,創刊、品,kanji,803,right,01,創刊
ださく,駄作,ださく,拙劣的作品、無價值的作品,kanji,804,left,22,駄作
ちょうへん,長編,ちょうへん,長篇、長篇小説,kanji,804,left,23,長編
ちょしょ,著書,ちょしょ,著書、著作,kanji,804,left,24,著書
ちょ,著,ちょ,漢造、著作、寫作、顯著,kanji,804,left,25,著
はん・ばん,版,はん・ばん,電度、版、版本、出版、版面,kanji,804,right,30,版
ふろく,付録,ふろく,附録、臨時増刊,kanji,804,right,31,付録
ぶんしょ,文書,ぶんしょ,全文書、公文文件、公園,kanji,804,right,32,文書
ベストセラー,ベストセラー,べすとせらあ,暢銷書,katakana,804,right,33,bestseller
ほんぶん,本文,ほんぶん,本文、正文,kanji,804,right,34,本文
めいぼ,名簿,めいぼ,全名簿、名冊,kanji,805,right,07,名簿
