reading,writing,declaredNormalizedReading,zh,script,source_page,source_column,source_entry_no,source_writing
おうせつ,応接,おうせつ,接待、應接,kanji,449,right,06,応接
かつりょく,活力,かつりょく,活力,kanji,449,right,07,活力
かねる,兼ねる,かねる,兼備、不能、無法,kanji,449,right,08,兼ねる
きにゅう,記入,きにゅう,名-介、填寫、寫入、記上,kanji,449,right,09,記入
きばん,基盤,きばん,基礎、底座、底子、基岩,kanji,449,right,10,基盤
きゅうか,休暇,きゅうか,節假日以外的、休假,kanji,449,right,11,休暇
きゅうぎょう,休業,きゅうぎょう,休業,kanji,450,left,,休業
きゅうじょ,救助,きゅうじょ,生人、救助搭救、救援、救濟,kanji,450,left,13,救助
くみあい,組合,くみあい,同業、工會、合作社,kanji,450,left,14,組合
けんしゅう,研修,けんしゅう,准修、培訓,kanji,450,left,05,研修
こうぞう,構造,こうぞう,名構造、結構,kanji,450,left,01,構造
こうたい,交替,こうたい,引換班、輸流、替換、輸換,kanji,450,left,,交替
こしかけ,腰掛け,こしかけ,廚子、暫時棲身之處、一時落腳處、作,kanji,450,right,09,腰掛け
ころがる,転がる,ころがる,人五、滾動、轉動、倒下、躺下、擺著,kanji,450,right,00,転がる
さいしゅうてき,最終的,さいしゅうてき,形勁、最後,kanji,450,right,31,最終的
さいそく,催促,さいそく,催促、催討,kanji,450,right,22,催促
さぎょう,作業,さぎょう,工作、操作、作業、勞動,kanji,450,right,23,作業
じっせき,実績,じっせき,實績、實際成績,kanji,451,left,26,実績
じむ,事務,じむ,事務、多為處理文件、行政等庶務工作,kanji,451,left,27,事務
しめきる,締切る,しめきる,期限、届満、戴止、結束,kanji,451,left,28,締切る
じゅうし,重視,じゅうし,重視、認為重要,kanji,451,left,29,重視
しゅっきん,出勤,しゅっきん,上班、出勤,kanji,451,left,30,出勤
じんじ,人事,じんじ,人事、人力能仙的事、人事、工作,kanji,451,right,04,人事
せいそう,清掃,せいそう,名-他、清掃、打掃,kanji,451,right,36,清掃
たいする,対する,たいする,面對、面向、對於、關於、對立,kanji,452,left,40,対する
でいり,出入り,でいり,出入、進出、因有買賣關係而,kanji,452,right,07,出入り
にがす,逃がす,にがす,他五、放掉、放跑、使跑掉、沒抓住,kanji,453,left,51,逃がす
にゅうしゃ,入社,にゅうしゃ,進公司工作、入社,kanji,453,left,52,入社
のうりつ,人能率,のうりつ,效率,kanji,453,left,53,人能率
はっき,発揮,はっき,工作、職場,kanji,453,left,54,発揮
ふせい,不正,ふせい,名-形、不正當、不正派、非法、壞行,kanji,453,right,57,不正
プラン,プラン,ぷらん,計畫、方案、設計圖、平面圖、方式,katakana,453,right,58,plan
ほうる,放る,ほうる,不加理明,kanji,453,right,09,放る
ほんらい,本来,ほんらい,吧本來、天生、原本、按道理、本應,kanji,453,right,60,本来
ろうどう,労働,ろうどう,勞動、體力勞動、工作、經,kanji,454,left,,労働
けいび,警備,けいび,警備、戒備,kanji,454,right,02,警備
しほん,資本,しほん,資本,kanji,454,right,03,資本
しょうぎょう,商業,しょうぎょう,商業,kanji,454,right,04,商業
しょうぼう,消防,しょうぼう,消防、消防隊員、消防車,kanji,454,right,05,消防
しょくぎょう,職業,しょくぎょう,職業,kanji,455,left,07,職業
ちゃんと,ちゃんと,ちゃんと,端正地、規息地、披期、如期、整潔,hiragana,455,left,09,ちゃんと
つまずく,躓く,つまずく,絆倒、受挫,kanji,455,left,10,躓く
はってん,発展,はってん,擴展、發展、活躍、活動,kanji,455,left,11,発展
しゅうにん,就任,しゅうにん,就職、就任、和,kanji,455,right,02,就任
じゅうやく,重役,じゅうやく,擔任重要職務的人、重要職位、重,kanji,455,right,03,重役
どうかく,同格,どうかく,同級、同等資格、等級相同、同夫,kanji,455,right,07,同格
とどまる,留まる,とどまる,停留、停頓、留下、停留、止於,kanji,456,left,08,留まる
ゆうのう,有能,ゆうのう,有才能的、能幹的,kanji,456,left,,有能
リード,リード,りいど,領導、帶領、比賽、領先、贏,katakana,456,left,01,lead
つかい,使い,つかい,使用、派去的人、派人出去、買東西,kanji,456,left,02,使い
てま,手間,てま,工作所需的、勞力、時間與功夫、手、喲,kanji,456,right,03,手間
にっか,日課,にっか,日課,kanji,456,right,04,日課
ほす,干す,ほす,腸乾、把、池、水弄乾、乾杯,kanji,456,right,06,干す
オートメーション,オートメーション,おおとめえしょん,自動化、自動控制装置、自動操,katakana,457,left,01,automati
けっかん,欠陥,けっかん,缺陷、致命的缺點,kanji,457,left,04,欠陥
げんさん,原産,げんさん,原産,kanji,457,left,05,原産
こうば,工場,こうば,食工廠、作坊,kanji,457,right,07,工場
さかり,盛り,さかり,接尾、最旺盛時期、全盛狀態、壯年,kanji,457,right,08,盛り
じんぞう,人造,じんぞう,人造、人工合成,kanji,457,right,00,人造
ストップ,ストップ,すとっぷ,自他、停止、中止、停止信號、口令,katakana,458,left,,stop
だいいち,第一,だいいち,第一、第一位、首先、首屈一指,kanji,458,left,13,第一
みやげ,土産,みやげ,贈送他人的、禮品、禮物、出門帶,kanji,458,right,07,土産
ぎょぎょう,漁業,ぎょぎょう,漁業盛,kanji,458,right,01,漁業
さんち,産地,さんち,産地、出生地,kanji,458,right,02,産地
すいさん,水産,すいさん,水産、品、'、漁業,kanji,458,right,04,水産
たうえ,田植え,たうえ,捕答,kanji,459,left,0e,田植え
たがやす,耕す,たがやす,耕作、耕田,kanji,459,left,07,耕す
たんぼ,田んぼ,たんぼ,米田、田地,kanji,459,left,08,田んぼ
のうさんぶつ,農産物,のうさんぶつ,農產品,kanji,459,left,09,農産物
のうそん,農村,のうそん,農村、郷村,kanji,459,left,10,農村
のうやく,農薬,のうやく,農藥,kanji,459,left,11,農薬
ほかく,捕獲,ほかく,捕獲,kanji,459,right,13,捕獲
ぼくじょう,牧場,ぼくじょう,牧場,kanji,459,right,04,牧場
えんとつ,煙突,えんとつ,煙數,kanji,459,right,01,煙突
げんば,現場,げんば,事才等的現場、工程等的、現場,kanji,460,left,,現場
そうおん,騒音,そうおん,噪音、吵雜的聲音、吵鬧聲,kanji,460,right,,騒音
ぞうせん,造船,ぞうせん,造船,kanji,460,right,,造船
たんこう,炭鉱,たんこう,炭鉱,kanji,460,right,,炭鉱
ちゃくちゃく,着々,ちゃくちゃく,着々,kanji,460,right,,着々
てっきょう,鉄橋,てっきょう,鐵橋、鐵路橋,kanji,460,right,,鉄橋
ほる,掘る,ほる,挖出'、掘出,kanji,461,left,15,掘る
みぞ,溝,みぞ,水溝、拉門門框上的、溝槽、切口,kanji,461,right,16,溝
やかましい,喧しい,やかましい,聲音、吵開的、喧擾的、呢唆的,kanji,461,right,07,喧しい
かぜい,課税,かぜい,課税,kanji,462,left,04,課税
きんゆう,金融,きんゆう,金融、通融資金、點,kanji,462,left,05,金融
けいき,景気,けいき,事物的、活動狀態、活潑、精力旺盛,kanji,462,right,06,景気
さんにゅう,参入,さんにゅう,進入、進宮,kanji,462,right,08,参入
マーケット,マーケット,まあけっと,翁商場、市場、商品、銷售地區,katakana,463,left,11,market
うけたまわる,承る,うけたまわる,聴取、導従、接受、知道、知慈,kanji,463,left,01,承る
うけとり,受け取り,うけとり,收領、收據、計件工作、的工錢,kanji,463,left,02,受け取り
しょめい,署名,しょめい,署名、簽名、簽的名字,kanji,463,right,0g,署名
ふとう,不当,ふとう,不正當、非法、無理,kanji,463,right,10,不当
うりきれ,売り切れ,うりきれ,責完,kanji,463,right,01,売り切れ
うりきれる,売り切れる,うりきれる,賣完、賣光,kanji,463,right,02,売り切れる
うれゆき,売れ行き,うれゆき,商品的、銷售狀況、銷路,kanji,464,left,09,売れ行き
うれる,売れる,うれる,條一、商品賣出、暢銷、變得廣為人知,kanji,464,left,00,売れる
だいきん,代金,だいきん,貸款、借款,kanji,464,left,07,代金
とくばい,特売,とくばい,特賣、公家機關不經標,kanji,464,right,09,特売
のこり,残り,のこり,剩餘、殘留,kanji,464,right,00,残り
はつばい,発売,はつばい,出售,kanji,464,right,,発売
はんばい,販売,はんばい,販賣、出售,kanji,464,right,03,販売
わりぴき,割引,わりぴき,價錢、打折扣、減價、對說話,kanji,464,right,04,割引
かかく,価格,かかく,價格,kanji,465,left,01,価格
すいじゅん,水準,すいじゅん,水準水平面、水平器、地位、ヽ質量,kanji,465,left,05,水準
それなり,それなり,それなり,恰如其分、就那樣,hiragana,465,left,0e,それなり
てごろ,手頃,てごろ,大小軽重、合手、合導、相営,kanji,465,right,08,手頃
むりょう,無料,むりょう,免費、無須報酬,kanji,465,right,10,無料
ゆうりょう,有料,ゆうりょう,收費,kanji,465,right,11,有料
りょうきん,料金,りょうきん,費用、使用費、手續費,kanji,465,right,12,料金
りょうしゅう,領収,りょうしゅう,收到,kanji,465,right,13,領収
せおう,背負う,せおう,擔負、承擔、肩負,kanji,466,left,05,背負う
そんがい,損害,そんがい,損失、損害、損耕,kanji,466,right,07,損害
そんしつ,損失,そんしつ,損害、損失,kanji,466,right,03,損失
そんとく,損得,そんとく,損益、得失、利害,kanji,466,right,,損得
てっする,徹する,てっする,貫徹、貫容、敬崩、徹夜、徹底,kanji,466,right,,徹する
もうかる,儲かる,もうかる,賺到、得利、賺得到便宜、撿便宜,kanji,466,right,,儲かる
りがい,利害,りがい,利害、得失、利辦、損益,kanji,467,left,15,利害
きゅうよ,給与,きゅうよ,供給、品、'、分發、待遇、工資,kanji,467,left,01,給与
げっきゅう,月給,げっきゅう,月新、工資,kanji,467,left,02,月給
さしひく,差し引く,さしひく,扣除、減去、抵補、相抵、的餘額,kanji,467,left,03,差し引く
ちょうだい,頂戴,ちょうだい,頂戴,kanji,467,right,09,頂戴
きんがく,金額,きんがく,金額,kanji,467,right,02,金額
きんせん,金銭,きんせん,全錢財、錢款、金幣,kanji,468,left,03,金銭
しはらう,支払う,しはらう,支付、付款,kanji,468,left,07,支払う
しゅうきん,集金,しゅうきん,的錢,kanji,468,left,,集金
つり,釣り,つり,色釣、釣魚、找錢、找的錢,kanji,468,left,99,釣り
はぶく,省く,はぶく,省略、精簡、簡化、節省,kanji,468,right,10,省く
はらいこむ,払い込む,はらいこむ,他五、繳納,kanji,468,right,11,払い込む
はらいもどす,払い戻す,はらいもどす,退還、多餘的錢、退費、銀行,kanji,468,right,12,払い戻す
ひよう,費用,ひよう,費用、開銷,kanji,468,right,03,費用
ぶんたん,分担,ぶんたん,分擔,kanji,468,right,04,分担
めんぜい,免税,めんぜい,免税,kanji,468,right,05,免税
こづかい,小遣い,こづかい,零用錢,kanji,469,left,04,小遣い
ざいさん,財産,ざいさん,財産、文化遺產,kanji,469,left,05,財産
さつ,札,さつ,漢入、紙幣、鈔票、寫有字的、木牌,kanji,469,left,0e,札
しへい,紙幣,しへい,紙幣,kanji,469,right,07,紙幣
ぜい,税,ぜい,税金,kanji,469,right,09,税
そうぞく,相続,そうぞく,承繼、財產等,kanji,469,right,10,相続
たいきん,大金,たいきん,巨額金錢、巨款,kanji,469,right,01,大金
ちょぞう,貯蔵,ちょぞう,名-介、儲藏,kanji,469,right,12,貯蔵
ちょちく,貯蓄,ちょちく,位革,kanji,469,right,13,貯蓄
つうちょう,通帳,つうちょう,存燈、除要等的、折子、帳簿,kanji,470,left,15,通帳
ききん,外館,ききん,負妖、負荒、鈴乏,kanji,470,left,02,外館
ぜいたく,毅沢,ぜいたく,民動、奢侈、奢華、浪費、鋪張、過,kanji,470,right,06,毅沢
まずしい,貧しい,まずしい,生活、貧窮的、窮困的、經驗、才,kanji,470,right,07,貧しい
あん,案,あん,計書、提案、意見、預想、意料,kanji,471,left,01,案
かんする,関する,かんする,開於、奥,kanji,471,right,06,関する
げんじょう,現状,げんじょう,現狀,kanji,471,right,97,現状
こっか,国家,こっか,國家,kanji,471,right,08,国家
じじょう,事情,じじょう,狀況、內情、情形、局外人所不知的,kanji,471,right,10,事情
しゅぎ,主義,しゅぎ,公主義、信條、作風、行動方針,kanji,472,left,01,主義
ずのう,頭脳,ずのう,人頭腦、判斷力、智力、團體的、決,kanji,472,left,04,頭脳
せいかい,政界,せいかい,政界、政治舞台,kanji,472,left,14,政界
せいふ,政府,せいふ,政府、内閣、中央政府,kanji,472,left,05,政府
デモ,デモ,でも,抗議行動,katakana,472,right,08,demonstration
こうむ,公務,こうむ,公務、國家及行政機開的事務,kanji,472,right,01,公務
じち,自治,じち,自治地方自治,kanji,472,right,02,自治
じゅうてん,重点,じゅうてん,重點、物、作用點,kanji,472,right,03,重点
ぜんたい,全体,ぜんたい,全身、整個身體、全體、總體,kanji,473,left,0e,全体
ぞうだい,増大,ぞうだい,自他、増多、増大,kanji,473,left,07,増大
たいけい,体系,たいけい,体系,kanji,473,left,08,体系
たいさく,対策,たいさく,對策、應付方法,kanji,473,left,09,対策
とうしょ,投書,とうしょ,投書、'、信訪、匿名投書、向,kanji,473,left,10,投書
やくにん,役人,やくにん,官員、公務員,kanji,473,right,14,役人
りんじ,臨時,りんじ,臨時、暫時、特別,kanji,473,right,16,臨時
かけつ,可決,かけつ,圏法案可決,kanji,474,left,93,可決
ぎかい,議会,ぎかい,四議会解散,kanji,474,left,05,議会
きょうさん,共産,きょうさん,共産、共産主義,kanji,474,left,00,共産
ぎろん,議論,ぎろん,事論、対論、角論,kanji,474,right,07,議論
こうしゅう,公衆,こうしゅう,公眾、公共、一般人,kanji,474,right,00,公衆
こっかい,国会,こっかい,國會、議會,kanji,474,right,,国会
じつれい,実例,じつれい,實例,kanji,475,left,14,実例
せいとう,政党,せいとう,政黨,kanji,475,left,17,政党
せいりつ,成立,せいりつ,産生、完成、實現、成立、組成,kanji,475,left,18,成立
そうりだいじん,総理大臣,そうりだいじん,圏内閣総理大臣任命,kanji,475,right,19,総理大臣
だいじん,大臣,だいじん,政府部長、大臣,kanji,475,right,21,大臣
だいとうりょう,大統領,だいとうりょう,總統,kanji,475,right,22,大統領
だいり,代理,だいり,代理、代替、代理人、代表,kanji,475,right,23,代理
とりけす,取り消す,とりけす,取消、撒銷、作說,kanji,476,right,,取り消す
もと,元・基,もと,出身、成本,kanji,476,right,,元・基
がいこう,外交,がいこう,外交、翌外事務、外勤人具,kanji,476,right,04,外交
かっこく,各国,かっこく,各國,kanji,476,right,,各国
こんらん,混乱,こんらん,混亂,kanji,476,right,03,混乱
じたい,事態,じたい,事態、情形、局勢,kanji,477,left,05,事態
しゅよう,主要,しゅよう,主要的,kanji,477,left,07,主要
しょこく,諸国,しょこく,各國,kanji,477,left,09,諸国
じんしゅ,人種,じんしゅ,人種、種族、某、一類人、俗、生,kanji,477,right,11,人種
ぜいかん,税関,ぜいかん,海關,kanji,477,right,12,税関
たいせい,体制,たいせい,體制、結構、統治者行使權力的,kanji,477,right,13,体制
つうよう,通用,つうよう,通用、通行、兼用、兩用、在,kanji,477,right,14,通用
とんでもない,とんでもない,とんでもない,出乎意料、不合情理、同有此,hiragana,478,left,16,とんでもない
もよおし,催し,もよおし,和舉辦主辦、集會、文化娛樂活動,kanji,478,left,01,催し
りょうじ,領事,りょうじ,領事,kanji,478,right,02,領事
れんごう,連合,れんごう,他自六、聯合、團結、心、聯想,kanji,478,right,03,連合
きち,基地,きち,基地、根據地,kanji,478,right,,基地
くだく,砕く,くだく,他五、打碎'弄碎,kanji,479,left,0e,砕く
くっつく,くっ付く,くっつく,緊貼在一起、附著,kanji,479,left,07,くっ付く
ぐん,軍,ぐん,軍隊、軍隊編排單位、軍,kanji,479,left,08,軍
ぐんたい,軍隊,ぐんたい,軍隊,kanji,479,left,09,軍隊
くんれん,訓練,くんれん,訓練,kanji,479,left,10,訓練
こうげき,攻撃,こうげき,攻擊、進攻、反擊、指責,kanji,479,left,11,攻撃
ごうどう,合同,ごうどう,合同,kanji,479,right,02,合同
ごうりゅう,合流,ごうりゅう,合流,kanji,479,right,13,合流
サイレン,サイレン,さいれん,警笛、汽笛,katakana,479,right,44,siren
じえい,自衛,じえい,自衛,kanji,479,right,15,自衛
しはい,支配,しはい,決定、左右,kanji,479,right,16,支配
しゅくしょう,縮小,しゅくしょう,縮小,kanji,479,right,07,縮小
せんすい,潜水,せんすい,衝衝、潛水,kanji,480,left,,潜水
たいせん,大戦,たいせん,大戦,kanji,480,left,,大戦
ていこう,抵抗,ていこう,抵抗、抗拒、反抗、物理、電阻,kanji,480,left,03,抵抗
てっぽう,鉄砲,てっぽう,歩栓,kanji,480,right,04,鉄砲
ぶき,武器,ぶき,武器、兵器、有利的、手段、武器,kanji,480,right,06,武器
ほんぶ,本部,ほんぶ,本部、總部,kanji,480,right,07,本部
あてはめる,当てはめる,あてはめる,他下二、適用、應用,kanji,481,left,02,当てはめる
エチケット,エチケット,えちけっと,禮節、禮儀、社交、規和矩,katakana,481,left,03,etiquette
おこたる,怠る,おこたる,人怠慢、懶惰、疏忽、大意,kanji,481,left,04,怠る
ぎむ,義務,ぎむ,義務,kanji,481,right,07,義務
けいしき,形式,けいしき,形式様式方式,kanji,481,right,10,形式
けいとう,系統,けいとう,系統、體系,kanji,481,right,01,系統
けんり,権利,けんり,回権利持,kanji,482,left,,権利
こうしき,公式,こうしき,正式、数、公式、較,kanji,482,left,14,公式
つけくわえる,付け加える,つけくわえる,才一、添加、附帶,kanji,482,left,01,付け加える
ふか,不可,ふか,不可、不行、成績評定等級、不及格,kanji,482,left,18,不可
けいこく,警告,けいこく,警告,kanji,482,right,03,警告
あやまり,誤り,あやまり,錯誤,kanji,483,left,01,誤り
うったえる,訴える,うったえる,他下二、控告、控訴、申訴、求助於,kanji,483,left,04,訴える
うばう,奪う,うばう,奪取、剝奪,kanji,483,right,05,奪う
おおよそ,大凡,おおよそ,大體、大概、一般、大約、差不多,kanji,483,right,0e,大凡
げんじゅう,厳重,げんじゅう,嚴重的、嚴格的、嚴厲的,kanji,483,right,09,厳重
ごうとう,強盗,ごうとう,強盜、行搶,kanji,483,right,09,強盗
じりき,自力,じりき,把自己的力量,kanji,483,right,41,自力
しんにゅう,侵入,しんにゅう,温入、侵略、非法、間入,kanji,484,left,02,侵入
せまる,迫る,せまる,變狹窄縮短、陷於困境、窘困,kanji,484,left,43,迫る
たいほ,逮捕,たいほ,逮捕,kanji,484,left,04,逮捕
つみ,罪,つみ,名天、法律上的犯罪、宗教上的,kanji,484,left,16,罪
どうか,どうか,どうか,請求他人時、請、設法、想辦法、情,hiragana,484,left,07,どうか
とうなん,盗難,とうなん,盗難章,kanji,484,right,08,盗難
とらえる,捕らえる,とらえる,了下、捕捉、妹捕、緊,kanji,484,right,,捕らえる
はんざい,犯罪,はんざい,犯罪,kanji,484,right,00,犯罪
ピストル,ピストル,ぴすとる,手槍,katakana,484,right,01,pistol
ぶっそう,物騒,ぶっそう,騒不安、不安定、危險,kanji,484,right,02,物騒
ぼうはん,防犯,ぼうはん,防止犯罪,kanji,484,right,03,防犯
みぜん,未然,みぜん,尚未發生,kanji,484,right,04,未然
やっつける,やっつける,やっつける,幹完、工作等、単,hiragana,485,left,26,やっつける
ゆくえ,行方,ゆくえ,去向、目的地、下落、行路、前塗,kanji,485,left,27,行方
ゆくえふめい,行方不明,ゆくえふめい,下落不明,kanji,485,left,28,行方不明
ようそ,要素,ようそ,要素、因素、理化、要素、因子,kanji,485,left,29,要素
かしつ,過失,かしつ,過失,kanji,485,left,01,過失
しきりに,頻りに,しきりに,一直地、熱心、強烈,kanji,485,right,0e,頻りに
しじゅう,始終,しじゅう,開頭和結尾、自始至終、経常,kanji,485,right,0e,始終
しだい,次第,しだい,綠由、任憑、取決於,kanji,486,left,09,次第
ていしゅつ,提出,ていしゅつ,提出、交出、提供,kanji,486,left,13,提出
とくしゅ,特殊,とくしゅ,形和特殊特別,kanji,486,left,14,特殊
ばっする,罰する,ばっする,處罰、責罰,kanji,486,right,06,罰する
あきれる,呆れる,あきれる,二吃驚、愕然、嚇呆、發愣,kanji,487,left,01,呆れる
うやまう,敬う,うやまう,尊敬,kanji,487,left,05,敬う
うらやむ,羨む,うらやむ,了五、羨慕、嫉妒,kanji,487,right,06,羨む
おもいこむ,思い込む,おもいこむ,確信不疑、深信、下決心,kanji,487,right,09,思い込む
おもいやり,思い遺り,おもいやり,同情心、體貼,kanji,487,right,10,思い遺り
かくご,覚悟,かくご,自他、精神準備、決心、算悟,kanji,487,right,01,覚悟
かんげき,感激,かんげき,威激、威重,kanji,488,left,05,感激
きがする,気がする,きがする,好像、有心、情,kanji,488,right,,気がする
きにする,気にする,きにする,介意、在平,kanji,488,right,01,気にする
きぶんてんかん,気分転換,きぶんてんかん,建語、名、轉換心情,kanji,489,left,24,気分転換
くうそう,空想,くうそう,空想、幻想,kanji,489,left,26,空想
くるう,狂う,くるう,中五、發狂、發瘋、失常、不準確、'、有,kanji,489,left,27,狂う
こいしい,恋しい,こいしい,思慕的、善戀的、懷戀的,kanji,489,left,28,恋しい
こううん,幸運,こううん,形動、幸運、健倖,kanji,489,left,29,幸運
こうきしん,好奇心,こうきしん,好奇心,kanji,489,left,30,好奇心
こころあたり,心当たり,こころあたり,想像、估計、猜想、得到、線守,kanji,489,right,31,心当たり
こらえる,堪える,こらえる,忍耐、忍受、忍住、抑制住、容忍,kanji,489,right,32,堪える
さいわい,幸い,さいわい,名-形、幸運、幸福、幸虧、好在,kanji,489,right,33,幸い
しかたがない,仕方がない,しかたがない,沒有辦法、沒有用處、無濟於事,kanji,489,right,34,仕方がない
しみじみ,しみじみ,しみじみ,痛切、深切地親密、青切、仔細,hiragana,490,left,03,しみじみ
しめた,占めた,しめた,還不、俗、太好了、好極了、正中下懷,kanji,490,left,07,占めた
しんじゅう,心中,しんじゅう,守信義、相愛男女因不能,kanji,490,left,09,心中
しんり,心理,しんり,心理,kanji,490,left,40,心理
ずるい,ずるい,ずるい,手使,hiragana,490,right,42,ずるい
たいした,大した,たいした,運體、非常的、了不起的、下接否定詞,kanji,490,right,45,大した
たまらない,堪らない,たまらない,旨語、形、難堪、忍受不了、難以形容,kanji,490,right,07,堪らない
ためらう,躊躇う,ためらう,猶豫、遲疑,kanji,491,left,48,躊躇う
ちかう,誓う,ちかう,發誓、起誓、宣搶,kanji,491,left,49,誓う
とがる,尖る,とがる,尖銳、神經緊張,kanji,491,left,50,尖る
なんとなく,何となく,なんとなく,不知為何、總和覺得、不由得、無意,kanji,491,left,51,何となく
なんとも,なんとも,なんとも,關緊要、沒關係、沒什麼、下接否,hiragana,491,left,52,なんとも
ねがい,願い,ねがい,願簿、心願、請求、請願、申請,kanji,491,left,53,願い
ふくらます,膨らます,ふくらます,弄鼓、歇喜,kanji,491,right,54,膨らます
あらた,新た,あらた,重新、新的、新鮮的,kanji,491,right,03,新た
おいかける,追い掛ける,おいかける,追趕、緊接著,kanji,492,left,07,追い掛ける
きをつける,気を付ける,きをつける,當心、人留意、心,kanji,492,right,01,気を付ける
けっしん,決心,けっしん,自他、決心、決意,kanji,492,right,02,決心
さっさと,さっさと,さっさと,毫不猶豫、毫不耽擱時和,hiragana,492,right,03,さっさと
すくう,救う,すくう,拯救搭救救援、解救、救濟,kanji,492,right,06,救う
せいぜい,精々,せいぜい,盡量、畫可能、最大限度、充其量,kanji,493,left,17,精々
せめる,責める,せめる,責備、貢問、昔責、折磨、推,kanji,493,left,18,責める
なす,為す,なす,做、為,kanji,493,left,20,為す
ねがう,願う,ねがう,請求、請願、懇求、願堂、希,kanji,493,left,21,願う
のぞみ,望み,のぞみ,希堂、願党、期党、抱負、志,kanji,493,left,22,望み
はりきる,張り切る,はりきる,人五、拉緊、緊張、幹動十足、精神百倍,kanji,493,right,24,張り切る
みずから,自ら,みずから,自己、自身、親身、親邊,kanji,493,right,27,自ら
もくひょう,目標,もくひょう,目標指標,kanji,493,right,28,目標
あいする,愛する,あいする,愛慕、喜愛、有愛情、疼愛,kanji,494,left,02,愛する
いやがる,嫌がる,いやがる,討厭、不願意、逃避,kanji,494,left,04,嫌がる
このみ,好み,このみ,愛好、喜歡、願意,kanji,494,right,,好み
このむ,好む,このむ,愛好、喜歡、願意、挑選、希鹿,kanji,494,right,,好む
しつれん,失恋,しつれん,失戀,kanji,494,right,,失恋
すききらい,好き嫌い,すききらい,好惡、喜好和厭惡、挑肥揀瘦、挑剔,kanji,495,left,13,好き嫌い
すきずき,好き好き,すきずき,各人、喜好不同、不同的喜好,kanji,495,left,14,好き好き
ひにく,皮肉,ひにく,形生、皮和肉、挖苦、諷刺、冷嘲熱諷,kanji,495,left,15,皮肉
ひひょう,批評,ひひょう,批評、批論,kanji,495,left,17,批評
ふへい,不平,ふへい,名形、不平、不滿意、牢騷,kanji,495,left,18,不平
あわれ,哀れ,あわれ,可憐、憐憫、悲哀、哀愁、情趣,kanji,495,right,01,哀れ
うかべる,浮かべる,うかべる,露出、想起,kanji,495,right,08,浮かべる
うく,浮く,うく,和飄浮、動搖、鬆動、高興、愉快,kanji,495,right,04,浮く
かなしむ,悲しむ,かなしむ,威到悲傷、痛心、可歐,kanji,495,right,95,悲しむ
きつい,きつい,きつい,嚴厲的、'嚴苛的、剛強、要強、緊的,hiragana,496,left,07,きつい
くるしむ,苦しむ,くるしむ,痛苦、難受,kanji,496,left,02,苦しむ
しつぼう,失望,しつぼう,失鹿,kanji,496,right,05,失望
つきあたる,突き当たる,つきあたる,撞上、碰上、走到道路的盡頭、轉,kanji,496,right,06,突き当たる
なでさめる,慰める,なでさめる,心慰,kanji,496,right,08,慰める
ひげき,悲劇,ひげき,悲劇,kanji,496,right,09,悲劇
ふうん,不運,ふうん,運氣不好的、倒楣的'、不幸的,kanji,497,left,20,不運
ます,増す,ます,中五、他五、數量、增加、增長、增多、程,kanji,497,left,21,増す
みじめ,惨め,みじめ,懐惨、惨痛,kanji,497,left,22,惨め
あやうい,危うい,あやうい,危險的、令人擔憂、靠不住,kanji,497,left,02,危うい
えらい,偉い,えらい,偉大、卓越、了不起、地位、高,kanji,497,left,03,偉い
おどろかす,驚かす,おどろかす,人攻守,kanji,497,right,07,驚かす
おもいがけない,思い掛けない,おもいがけない,意想不到的、偶然的、意外的,kanji,497,right,08,思い掛けない
きみがわるい,気味が悪い,きみがわるい,毛骨悚然、令人不快,kanji,497,right,09,気味が悪い
きみよう,庁妙,きみよう,奇怪、出奇、奇異、奇妙,kanji,498,left,10,庁妙
くじょう,苦情,くじょう,不平、抱怨、者,kanji,498,left,03,苦情
くだらない,下らない,くだらない,無償休、無乳、不下,kanji,498,left,04,下らない
こうけい,光景,こうけい,景象、情況場面、様子,kanji,498,left,05,光景
こわがる,怖がる,こわがる,害怕、心,kanji,498,right,,怖がる
さいなん,災難,さいなん,災難、災禮,kanji,498,right,,災難
てんかい,展開,てんかい,開展、打開、展現、准展,kanji,498,right,00,展開
どなる,怒鳴る,どなる,大聲喊叫、大聲申訴,kanji,498,right,01,怒鳴る
なんで,何で,なんで,為什麼、何故,kanji,498,right,02,何で
にくむ,憎む,にくむ,氏五、憎恨、厭惡、嫉妒,kanji,499,left,24,憎む
のでぞく,除く,のでぞく,消除、刪除、除外、劇除、除了,kanji,499,left,25,除く
はんばつ,反発,はんばつ,回彈、排斥、拒絕、不,kanji,499,left,26,反発
ありがたい,有り難い,ありがたい,難得、少有、值得威謝、威激、值得,kanji,499,right,01,有り難い
いわい,祝い,いわい,祝賀、慶祝、賀宰、慶祝活動,kanji,499,right,02,祝い
うらみ,恨み,うらみ,女恨,kanji,499,right,03,恨み
うらむ,恨む,うらむ,抱怨、恨、感到遺城、可惜、雪恨,kanji,499,right,04,恨む
おわび,お詫び,おわび,回詫言,kanji,500,left,08,お詫び
おんけい,恩恵,おんけい,恩惠、好處、恩賜,kanji,500,left,07,恩恵
くやむ,悔やむ,くやむ,懊悔的、後悔的,kanji,500,left,,悔やむ
ほこる,誇る,ほこる,誇耀、自豪、情,kanji,500,right,,誇る
あるいは,或いは,あるいは,情-罰、或者、或是、也許、有的'、有時,kanji,501,left,01,或いは
