declaredNormalizedReading,reading,writing,zh,source_page,source_column,source_entry_no
かわいらしい,かわいらしい,可愛らしい,可愛的、討人喜歡、小巧玲瓏,336,right,
かんげい,かんげい,歓迎,歡迎,336,right,
ぎょうぎ,ぎょうぎ,行儀,禮儀、禮節、舉止,336,right,
くどい,くどい,くどい,哆冗長迄味的、過於膩的、表現,337,left,21
けってん,けってん,欠点,缺點、欠缺、毛病、欠點改,337,left,22
けんそん,けんそん,謙怖,謙丈、謙虚,337,left,24
ごういん,ごういん,強引,強行強制強勢,337,left,26
じぶんかって,じぶんかって,自分勝手,任性、自私,337,left,27
じゅんじょう,じゅんじょう,純情,純情、純真感情,337,right,29
じゅんすい,じゅんすい,純粋,純粹的、道地、純真、純潔、無雜念的,337,right,29
ずうずうしい,ずうずうしい,図々しい,厚顏、厚皮臉、無恥,337,right,32
すなお,すなお,素直,坦率、聽話,338,left,
せきにんかん,せきにんかん,責任感,責任感、負責任的意識,338,left,
たいそう,たいそう,大層,非常、很,338,left,36
たのもしい,たのもしい,頼もしい,靠得住的、前途有為的、有出息的、國賴訪好埋志,338,left,03
たんしょ,たんしょ,短所,缺點、短處,338,right,
ちょうしょよ,ちょうしょよ,長所,長所生,338,right,
つよき,つよき,強気,強硬、看漲,338,right,
とくしょく,とくしょく,特色,特色、特徵、特點、特長,338,right,
なまける,なまける,怠ける,懶惰怠情,339,left,47
にごにご,にごにご,にごにご,笑嘻嘻、笑容満麵,339,left,48
にっこり,にっこり,にっこり,微笑貌、莞爾、嫣然一笑、微一笑,339,left,49
のんき,のんき,呑気,悠閑、無憂無慮、不拘小節、不慌不忙、蠻不在乎、漫不經心,339,left,50
ぱたあん,パターン,パターン,形式、様式、模型、紙様、園案、花欄,339,right,51
ふけつ,ふけつ,不潔,不潔、不乾淨,339,right,54
まごまご,まごまご,まごまご,慌張、不知所措,340,left,00
もともと,もともと,もともと,本來、原本,340,left,01
ゆうじゅうふだん,ゆうじゅうふだん,優柔不断,形生優柔寡斷,340,left,02
ゆうゆう,ゆうゆう,悠々,悠然、不位不忙、綽弱有餘,340,right,03
ようき,ようき,陽気,天氣、開朗,340,right,05
ようじん,ようじん,用心,注意、留神、警性小心,340,right,05
ようち,ようち,幼稚,年幼的、不成熟的、幼稚的,340,right,07
よくばり,よくばり,欲張り,貪婪、貪得無厭,340,right,05
らくてんてき,らくてんてき,楽天的,樂觀的,341,left,70
りこしゅぎ,りこしゅぎ,利己主義,利己主義、自私的想法,341,left,71
おたがいさま,おたがいさま,お互い様,彼此、互相,341,left,01
きょうりよく,きょうりよく,強力,力量大、強力、強大,341,right,03
こうさい,こうさい,交際,交際、交往、鹿本,341,right,04
じょうげ,じょうげ,上下,高低、上下、低賤,341,right,07
そうご,そうご,相互,相互彼比輸流、輸班、交替交互,342,left,00
そんちょう,そんちょう,尊重,時全尊重、重視,342,left,02
たにん,たにん,他人,別人、他人、陌生人、外人、局外人,342,left,14
たまたま,たまたま,偶々,偶然、碰巧、無意間、偶爾、有時,342,right,05
たより,たより,便り,音信、消息、人,342,right,06
たよる,たよる,頼る,依靠依頼、仰佐、拉著、投村、門路,342,right,07
つきあい,つきあい,付き合い,交際、交往、打交道、應、付合,342,right,08
どういつ,どういつ,同一,同一、相同,343,left,21
とけこむ,とけこむ,溶け込む,融化溶解燈化、融合,343,left,22
とも,とも,友,友人、朋友、良師益友,343,left,23
なかなおり,なかなおり,仲直り,和好、言歸於好,343,left,24
なかま,なかま,仲間,伙伴、同事、朋友、同類,343,left,25
なかよし,なかよし,仲良し,好朋友、友好、相好,343,left,26
ばったり,ばったり,ばったり,物體突然倒下貌、突然相手、突然終止貌,343,right,27
はなしかける,はなしかける,話しかける,跟人說話、攀談、開始談、開始說,343,right,29
はなはだしい,はなはだしい,甚だしい,非常、很、甚,343,right,30
ひっかかる,ひっかかる,引っ掛かる,掛起來、掛上、卡住、連累、率累、受騙、上當、心裡不痛快,343,right,31
へだてる,へだてる,隔てる,隔開、分開、相隔、拭檔、離間、不同、有差別,343,right,32
ぼろ,ぼろ,窒複,破布破爛衣服!破爛的狀態、破綻、抽點時,344,left,33
まさつ,まさつ,摩擦,摩擦不和睦、意見紛歧、不合,344,left,34
まちあわせる,まちあわせる,待ち合わせる,本等候、了、會麵、碰頭,344,left,35
ゆうじょう,ゆうじょう,友情,友情、朋友情誼,344,right,09
あくま,あくま,悪魔,悪魔魔鬼,344,right,
おがむ,おがむ,拝む,叩拜、合掌作扣、懇求、央求、瞻、見識,344,right,
おに,おに,鬼,鬼、人何想像中的怪物、的形狀、有角和狼牙。也指沒有,345,left,03
おばけ,おばけ,お化け,鬼、怪物,345,left,04
おまいり,おまいり,お参り,參拜神佛或祖墳,345,left,05
おみこし,おみこし,お神奥・お御,神輌、腰,345,left,06
しんこう,しんこう,信仰,信仰、信奉,345,right,09
しんわ,しんわ,神話,神話、傳說故事,345,right,10
ほとけ,ほとけ,仏,佛、佛傢、溫厚、仁慈的人、死者、亡魂,345,right,12
あまやかす,あまやかす,甘やかす,三嬌生慣養、縱容放任、嬌養、嬌寵,346,left,01
いっか,いっか,一家,今一所房子、一家人、一個團體、一派,346,left,02
か,か,箇,個、箇,346,left,03
ぎゃくたい,ぎゃくたい,虐待,虐待課,346,left,
ささえる,ささえる,支える,支授維持支持、阻止防止,346,right,
しまい,しまい,姉妹,姊妹,346,right,
しんせき,しんせき,親戚,親戚親属,346,right,
しんるい,しんるい,親類,親戚、親屬、同類、類似、請類,346,right,
ぜんぱん,ぜんぱん,全般,全麵、全盤、通盤,347,left,12
つれ,つれ,連れ,同伴,347,left,13
ははおや,ははおや,母親,母親、媽媽,347,left,15
おくさま,おくさま,奥様,尊夫人、太太,347,right,01
こんやく,こんやく,婚約,訂婚、婚約,347,right,oz
ともに,ともに,共に,信共同、一起、都、随著随同人、都、均,347,right,08
にょうぼう,にょうぼう,女房,太太、老婆,347,right,04
はなよめ,はなよめ,花嫁,新娘,347,right,05
ふさい,ふさい,夫妻,夫妻、丈夫和妻子,347,right,oe
よめ,よめ,嫁,兒媳婦、妻、新娘,348,left,08
せんぞ,せんぞ,先祖,始祖、祖先、先人,348,left,01
そせん,そせん,祖先,祖先、先人,348,left,02
ちちおや,ちちおや,父親,父親、爸爸,348,left,04
つとめ,つとめ,務め,本分義務責任,348,right,05
どくりつ,どくりつ,独立,孤立、軍獲存在、自立猫立、受他人援助,348,right,05
はか,はか,墓,墓地墳墓,348,right,
ふぼ,ふぼ,父母,父母、雙親,348,right,
まつる,まつる,祭る,祭祀、祭奠、供奉,348,right,
おさない,おさない,幼い,幼小的、年幼的爽子押、幼稚的,349,left,01
しそん,しそん,子孫,子孫、後代,349,left,02
すえっこ,すえっこ,示っ子,最小的孩子,349,left,03
すがた,すがた,姿,身姿身段、装束、風來、形昌、身影、麵貌、狀態、姿勢形象,349,left,04
てきする,てきする,適する,適宜、適、適當、適宜於、具有做某事,349,left,05
ふたご,ふたご,双子,雙胞胎、學生、雙,349,right,06
むけ,むけ,向け,向、對,349,right,07
うさぎ,うさぎ,兎,兔子呈,350,left,03
きんぎょ,きんぎょ,金魚,金魚、觀賞魚,350,right,
ぜつめつ,ぜつめつ,絶滅,滅絕、消滅、根除,350,right,
ぞう,ぞう,象,大象,350,right,
ぞくする,ぞくする,属する,屬於,351,left,11
つばさ,つばさ,翼,翅膀、翼,351,left,12
とら,とら,虎,老虎,351,left,13
なでる,なでる,撫でる,摸、撫摸、梳理、撫屆,351,left,15
にわとり,にわとり,鶏,雞,351,right,17
ねずみ,ねずみ,ねずみ,老鼠,351,right,18
かけまわる,かけまわる,駆け回る,到處亂跑、二人怒家和,351,right,01
きば,きば,牙,獠牙、牙,351,right,oz
しっぽ,しっぽ,尻尾,尾巴,351,right,08
はね,はね,羽,羽毛、翅膀,352,left,05
はねる,はねる,跳ねる,蹦想、飛濺、散開散場、爆、馬。區,352,right,
うめ,うめ,梅,梅花、梅樹梅子,353,left,02
すいか,すいか,西瓜,西瓜、夏天常見水果,353,left,05
みのる,みのる,実る,成熟、結果、取得成人、獲得成果、結果實,353,right,00
いね,いね,稲,注水稻、稻子,354,left,01
がいろじゅ,がいろじゅ,街路村,行道樹,354,left,03
こくもつ,こくもつ,粗物,五穀糧食,354,left,05
こむぎ,こむぎ,小麦,小次、加小麥粉在二柜名,354,left,
しなやか,しなやか,しなやか,柔軟、柔和,354,right,07
しばふ,しばふ,芝生,草皮、草地,354,right,03
すぎ,すぎ,杉,杉樹杉林,354,right,
たいぼく,たいぼく,大木,大樹巨樹,354,right,
たけ,たけ,竹,竹子,354,right,
なみき,なみき,並木,街樹、路樹並排的樹木,355,left,13
もみじ,もみじ,紅葉,紅葉、楓樹,355,left,15
うわる,うわる,植わる,種著、栽植著,355,left,01
えんげい,えんげい,園芸,園藝,355,left,02
おんしつ,おんしつ,温室,溫室、暖房,355,left,03
かる,かる,刈る,割、剪、詣,355,right,05
さくもつ,さくもつ,作物,農作物、太稼,355,right,om
しげる,しげる,茂る,繁茂、茂密,355,right,00
しぼむ,しぼむ,鞭む・洞む,枯萎、凋謝,355,right,10
ちらばる,ちらばる,散らばる,分散、散亂,356,left,01
におう,におう,匂う,散琶香味、有香味、鮮中、美麗、隱約發出、使人威到似乎,356,left,03
はちうえ,はちうえ,鉢植え,公栽,356,left,08
みつ,みつ,蜜,花蜜、蜂蜜,356,right,
ようぶん,ようぶん,養分,養分、營養成分,356,right,
わかば,わかば,若葉,表葉新葉,356,right,
えきたい,えきたい,液体,液體,357,left,01
かたまり,かたまり,塊,塊狀、疹座、集園、極端...的,357,left,02
かたまる,かたまる,固まる,變硬、凝歡、固定、成形、集在一起、成群、熱中,357,left,03
きたい,きたい,気体,氣體,357,left,04
きんぞく,きんぞく,金属,金属、五金,357,left,05
げすい,げすい,下水,污水、髒水、下水、下水道的簡稱,357,right,07
こうぶつ,こうぶつ,鉱物,礦物,357,right,om
こたい,こたい,固体,固體,357,right,08
こな,こな,粉,粉、粉末,357,right,10
こんごう,こんごう,混合,混合、混在一起,358,left,11
さぴ,さぴ,錆,鏽,358,left,12
さんそ,さんそ,酸素,氧氣,358,left,14
すいそ,すいそ,水素,氫氣,358,left,15
せいぶん,せいぶん,成分,成分、元素、成分、時半,358,left,16
たから,たから,宝,財寶、珍寶、寶貝、金錢,358,right,
ちしつ,ちしつ,地質,地質、土地岩層性質,358,right,
つち,つち,土,土地大地、土壌土質、地麵地表,358,right,
つぶ,つぶ,粒,穀粒、粒、丸、珠、數、粒、滴、丸,358,right,
てつ,てつ,鉄,鐵,358,right,
とうめい,とうめい,透明,透明、純潔、晶純,359,left,24
どく,どく,毒,毒、毒藥、毒害、有害、惡毒、毒辣,359,left,25
はなび,はなび,花火,花火打上,359,left,26
はへん,はへん,破片,碎片、破片,359,left,27
はめる,はめる,餅める,峙上、鑲上、使陷入、欺騙、入、使沈入,359,left,28
ぶっしつ,ぶっしつ,物質,物質、構成東西的實體,359,left,29
ほうせき,ほうせき,宝石,寶石,359,right,01
やくひん,やくひん,薬品,薬品、化學試剤,359,right,34
おいる,オイル,オイル,油、油類油唱、油書顔料、石油,360,left,02
すいじょうき,すいじょうき,水蒸気,水蒸氣、霧氣、水霧本,360,left,03
すいぶん,すいぶん,水分,物體中的含水量、液體、含水量、汁點,360,left,04
すいめん,すいめん,水面,水麵、上,360,left,05
せきたん,せきたん,石炭,煤炭,360,left,06
せきゆ,せきゆ,石油,石油齊,360,left,07
だんすい,だんすい,断水,斷水、停水開,360,left,08
ちょくりゅう,ちょくりゅう,直流,直流電、直流、沒有彎、的河流、嫡系,360,right,
でんりゅう,でんりゅう,電流,電流、電的流動,360,right,
でんりょく,でんりょく,電力,電力、電能,360,right,
とうゆ,とうゆ,灯油,燈油、爆油,360,right,
ばくはつ,ばくはつ,爆発,爆炸、爆發,360,right,
はつでん,はつでん,発電,發電,361,left,15
ようがん,ようがん,溶岩,深央,361,left,18
げんりょう,げんりょう,原料,原料、製作材料,361,left,01
こんくりいと,コンクリート,コンクリート,混凝土,361,left,02
ざいもく,ざいもく,材木,木材、木料,361,right,03
せめんと,セメント,セメント,水泥,361,right,05
どろ,どろ,泥,泥、泥巴,361,right,oe
びたみん,ビタミン,ビタミン,維他命、維生素、遼富,361,right,07
もくざい,もくざい,木材,木材、木料,361,right,oe
かがやく,かがやく,輝く,閃光、閃耀、洋溢、光榮、顯林,362,left,03
かんそく,かんそく,観測,觀測,362,left,00
きあつ,きあつ,気圧,氣壓、大氣壓,362,left,
こうきあつ,こうきあつ,高気圧,高氣壓,362,right,
こうせん,こうせん,光線,光線、光的線,362,right,
たいき,たいき,大気,大気、空気,362,right,
みかづき,みかづき,三日月,新月、月牙新月形,363,left,01
みちる,みちる,満ちる,充満月急、月園、満,363,left,12
あけがた,あけがた,明け方,黎明、拂曉,363,left,01
あらし,あらし,嵐,風暴、暴風雨,363,left,03
いっそう,いっそう,一層,側更、越發,363,right,05
おだやか,おだやか,穏やか,平穩、溫和,363,right,06
おとる,おとる,劣る,劣、不加、不及、比不上,363,right,07
おんだん,おんだん,温暖,溫暖,363,right,08
かいせい,かいせい,快晴,晴朗、晴朗無雲,363,right,09
かくべつ,かくべつ,格別,轉特別顯著、格外、姑且不論,363,right,10
きょうふう,きょうふう,強風,入強風回,364,left,04
ぐずつく,ぐずつく,愚図つく,吧陰天、動作遲緩拖延,364,left,05
くずれる,くずれる,崩れる,畫月站散去、當敗、抽碎、上天気月,364,left,
こごえる,こごえる,凍える,了手足放凍叉名,364,left,07
さむさ,さむさ,寒さ,寒冷,364,right,
さわやか,さわやか,爽やか,爽朗的、清爽的、聲、口齒鮮明的、清楚的、巧妙的,364,right,
しずまる,しずまる,静まる,變平靜平靜、平息、減弱、平靜,364,right,
てる,てる,照る,照耀、曬、晴天、點日該照名,365,left,24
にわか,にわか,にわか,形突然騒然、立刻、馬上、陣子、臨時、暫時,365,left,27
ばいう,ばいう,梅雨,梅雨、初夏雨季,365,left,28
ひざし,ひざし,日差し,陽光照射、光線,365,right,02
ひのいり,ひのいり,日の入り,日暮時分日落、黄皆、諸多,365,right,33
ひので,ひので,日の出,日出,365,right,34
ふわっと,ふわっと,ふわっと,輕軟蓬鬆貌、輕飄貌,366,left,37
まう,まう,舞う,飛舞,366,left,38
めっきり,めっきり,めっきり,急變化明顯、顯著的、突然、劇烈,366,left,39
ものすごい,ものすごい,物凄い,工人怖的、令人恐懼的、猛、四寒,366,left,
ゆうだち,ゆうだち,夕立,雷陣雨,366,left,
よほう,よほう,予報,預報旬,366,right,
らくらい,らくらい,落雷,打雷、雷擊,366,right,
かさい,かさい,火災,火災遭,366,right,
きよい,きよい,清い,清激的、清潔的、峠快的、問心無愧的、正派的、光明磊落、乾有,367,left,05
きり,きり,霧,霧、霧氣、噴霧,367,left,oe
くだける,くだける,砕ける,粉々砕,367,left,07
くもる,くもる,曇る,天気陰肛、騰,367,left,08
しも,しも,霜,霜、低溫結成的白色冰晶,367,right,12
じゅうりょく,じゅうりょく,重力,重力、吸引物體的力,367,right,13
じょうはつ,じょうはつ,蒸発,蒸發、失蹤,367,right,15
せっきん,せっきん,接近,接近、靠近,367,right,16
ぞうすい,ぞうすい,増水,氾濫、漲水,368,left,07
てんねん,てんねん,天然,天然自然,368,left,09
どしゃくずれ,どしゃくずれ,土砂崩れ,土石流人,368,left,20
とっぷう,とっぷう,突風,突然論起的暴風人,368,left,21
にごる,にごる,濁る,混濁、不清晰、嘶啞、賠明、污濁、起邪念,368,right,
にじ,にじ,虹,虹、彩虹,368,right,
ひとりでに,ひとりでに,独りでに,行地、自動地、自然而然也,368,right,
ふんか,ふんか,噴火,噴火、火山噴發,369,left,29
ほうそく,ほうそく,法則,規律、定律、規定、規則,369,left,30
まんいち,まんいち,万一,萬一,369,right,31
いずみ,いずみ,泉,泉、泉水、泉源、話是說,370,left,00
うんが,うんが,運河,運河、人工河道,370,left,03
おか,おか,丘,小山,370,left,
おぼれる,おぼれる,溺れる,取二湯水、尖死、沉溺於、迷弦於,370,left,05
おんせん,おんせん,温泉,溫泉方,370,right,05
かいよう,かいよう,海洋,海洋、大海,370,right,03
かこう,かこう,火口,噴火口、爐口,370,right,
きし,きし,岸,岸、岸邊、崖,371,left,01
きゅうせき,きゅうせき,旧跡,古蹟,371,left,12
けいど,けいど,経度,經度,371,left,13
けわしい,けわしい,険しい,侈陡峭、險峻、險惡、危險、表情等、嚴融、可怕、粗暴,371,left,14
こうち,こうち,耕地,耕地、可耕作土地,371,left,15
こす,こす,越す・超す,越過跨越、渡過、超越、勝於,371,left,16
さばく,さばく,砂漠,沙漠,371,right,07
さんりん,さんりん,山林,山上的樹林、山和樹林,371,right,03
じめん,じめん,地面,地麵、地表、土地、地皮、地自,371,right,20
しんりん,しんりん,森林,森林、大片樹林,371,right,21
すいへいせん,すいへいせん,水平線,水平線、地平線,371,right,22
せきどう,せきどう,赤道,亦首,371,right,23
たいりく,たいりく,大陸,大陸、大洲、中國、歐洲大陸二,372,left,25
たに,たに,谷,山谷、山潤、山洞,372,left,02
たにぞこ,たにぞこ,谷底,谷底、山谷底部,372,left,
たんすい,たんすい,淡水,淡水、不含鹽的水,372,right,
ちへいせん,ちへいせん,地平線,地平線、天地交界線,372,right,
ちめい,ちめい,地名,地名、地方名稱,372,right,
ちょうじょう,ちょうじょう,頂上,山頂、峰頂、極點、頂點,372,right,
ちょうてん,ちょうてん,頂点,頂點、頂峰、最高處、極點,372,right,
つりばし,つりばし,釣り橋・吊り橋,吊橋,373,left,36
とうげ,とうげ,峠,山路最高點山間,373,left,38
とうだい,とうだい,灯台,燈塔,373,left,39
とびこむ,とびこむ,飛び込む,跳准、飛入、突然閣入、主動投入、加入,373,left,40
ながめ,ながめ,眺め,眺堂、瞭堂、視野、景致、景色,373,left,41
なみ,なみ,波,波浪、波溥、波瀾、風波、聲波、電波、潮流、浪潮、起伏、波動,373,right,44
のはら,のはら,野原,原野,373,right,46
はんとう,はんとう,半島,半島、三面臨海的陸地,374,left,48
ふうけい,ふうけい,風景,風景、景致、情景、光景、狀況、美,374,left,04
へいや,へいや,平野,平原,374,left,05
ぼんち,ぼんち,盆地,盆地、四周較高的地形,374,left,52
みさき,みさき,岬,海角、岬,374,left,53
みなれる,みなれる,見慣れる,看慣、熟悉,374,right,01
りく,りく,陸,陸地、早地、陸軍的通稱,374,right,
りゅういき,りゅういき,流域,流域、河川流經區域,374,right,
れっとう,れっとう,列島,列島、群島,374,right,
したまち,したまち,下町,小工商業區、都、低窪地属,374,right,
しんくう,しんくう,真空,真空、空白、真空狀態,375,left,03
てんてん,てんてん,転々,轉來轉去、輾轉、不斷移動、滾轉貌、嘰哩咕嚕,375,left,04
とうざい,とうざい,東西,東和西、東方和西方、方向、事理、道理,375,left,05
とち,とち,土地,土地、耕地、土壌土質、某地属、當地、地麵、地區,375,left,07
ばっく,バック,バック,後面、倒車,375,right,o
ひろば,ひろば,広場,廣場、場所,375,right,01
ほうぼう,ほうぼう,方々,各處、到處,375,right,03
ほうめん,ほうめん,方面,方面、方向,375,right,14
まちかど,まちかど,街角,街角、街口、拐朋,376,left,15
むこうがわ,むこうがわ,向こう側,對麵、對方,376,left,07
めいしょ,めいしょ,名所,名勝、名所,376,left,18
よそ,よそ,他所,別處、他處、遠方、別的他的、不願、謂,376,left,09
いたる,いたる,至る,到、來臨、達到、周到,376,right,
おうべい,おうべい,欧米,歐美,376,right,
おくがい,おくがい,屋外,外運動靴必要,376,right,
おんたい,おんたい,温帯,溫帶,377,left,07
かいがい,かいがい,海外,海外、國外,377,left,09
かくじゅう,かくじゅう,拡充,擴充,377,left,10
かくだい,かくだい,拡大,擴大、放大,377,left,11
かくちょう,かくちょう,拡張,擴大、擴張,377,left,13
かんとう,かんとう,関東,關東地區,377,right,17
くうちゅう,くうちゅう,空中,空中、天空,378,left,20
こっきょう,こっきょう,国境,國境、混境、湯界,378,left,22
しきち,しきち,敷地,建築用地、地皮,378,left,25
しゅうい,しゅうい,周囲,周圍、四周、周園的人、環境,378,right,
しゅうへん,しゅうへん,周辺,周邊,378,right,
しゅと,しゅと,首都,首都、國家中央城市,378,right,
しゅとけん,しゅとけん,首都圏,首都圈,378,right,
ちいき,ちいき,地域,地區同,379,left,32
ちょうめ,ちょうめ,丁目,段、巷、條,379,left,34
とかい,とかい,都会,都會、城市都市,379,left,36
とくてい,とくてい,特定,特定、指定,379,left,37
としん,としん,都心,市中心,379,left,38
なんきよく,なんきよく,南極,南極、南極、磁針指南的一端,379,right,39
なんべい,なんべい,南米,南美洲,379,right,40
なんぼく,なんぼく,南北,南興北南北,379,right,41
ねったい,ねったい,熱帯,熱帶,379,right,43
ばんち,ばんち,番地,門牌號、住址,379,right,44
ひとごみ,ひとごみ,人込み・人混み,人群、擁擠人潮,380,left,45
ぶんぷ,ぶんぷ,分布,分布、散布狀態,380,left,48
ほっきょく,ほっきょく,北極,北、加、北極是謀見名、本,380,left,
みやこ,みやこ,都,城間都、大都市、繁華的都市加,380,left,
よおろっぱ,ヨーロッパ,ヨーロッパ,歐洲理、行。地,380,right,
ぎゃく,ぎゃく,逆,反、相反、倒、叛逆,381,left,oe
さかさ,さかさ,逆さ,逆、倒顛倒、相反,381,left,08
さかさま,さかさま,逆様,逆、倒、顛倒、相反,381,left,09
さかのぼる,さかのぼる,遡る,源、犯流麵上、銘湖、回湖,381,left,10
さゆう,さゆう,左右,左右、左邊和右邊,381,right,01
すいへい,すいへい,水平,水平、橫向平坦,381,right,42
ぜんご,ぜんご,前後,前和後前、後、相繼、先後、前因後果,381,right,03
せんたん,せんたん,先端,頂端、尖端、時代的尖端、時置、流行、前衛,381,right,14
それる,それる,逸れる,三二偏離正軌、歪向一旁、不合調、!胃、回話,382,left,07
たいら,たいら,平ら,平平坦平原平地、廊、隨意坐、盤腿作、平靜、坦然,382,left,18
ちてん,ちてん,地点,地量,382,left,09
ちゅうかん,ちゅうかん,中間,兩者之間、中途、順、加中間左取名、課,382,left,21
どける,どける,退ける,移開,382,right,
はす,はす,終,斜的、和歪斜,382,right,
ひだりがわ,ひだりがわ,左側,左邊、左側,383,left,30
ひっくりかえる,ひっくりかえる,引っくり返,翻倒、顛倒、翻過來、逆轉、倒過來加,383,left,31
ふち,ふち,縁,邊緣、框、榴、旁側,383,left,32
ふりむく,ふりむく,振り向く,回頭看,383,left,33
へいこう,へいこう,平行,平行、並行,383,left,34
まがりかど,まがりかど,曲がり角,街角、轉折點、千本,383,right,37
みぎがわ,みぎがわ,右側,右側、右方,383,right,09
めじるし,めじるし,目印,目標、標記、記號、加自生記名,384,left,42
もどす,もどす,戻す,退還、歸還、送回、退回、使倒退、市場價格急境回升,384,left,04
やじるし,やじるし,矢印,箭頭、箭形符號,384,right,04
りようたん,りようたん,両端,兩端,384,right,05
かいいん,かいいん,会員,瀬上員,385,left,01
かいかん,かいかん,会館,會館、公共館舍,385,left,02
かかり,かかり,係・係り,負責人、職務,385,left,03
かしだし,かしだし,貸し出し,出借出租、貸、借出,385,left,04
かんちょう,かんちょう,官庁,政府機開、二上,385,left,05
けんちく,けんちく,建築,建築、建造,385,right,09
こうそう,こうそう,高層,高空高所層、高層,385,right,40
こや,こや,小屋,今簡隔的小房茅舍、斉、棚子、齊全,386,left,12
せつび,せつび,設備,設備、裝設、裝設,386,left,03
せんたあ,センター,センター,中心機構、中心攻、中場,386,left,14
でいりぐち,でいりぐち,出入り口,還站在出入口。社,386,left,
ふんすい,ふんすい,噴水,水、噴泉内,386,right,
やくしょ,やくしょ,役所,署、政府機關,386,right,
おとしもの,おとしもの,落とし物,遺失物,386,right,
くらぶ,クラブ,クラブ,俱樂部、夜店、課外活動、活動,386,right,
こうしゃ,こうしゃ,校舎,校舍,387,left,04
さかば,さかば,酒場,酒館、酒家、酒,387,left,05
じいん,じいん,寺院,寺院、佛寺,387,left,oe
してん,してん,支店,分店、分公司,387,left,07
しゅくはく,しゅくはく,宿泊,投宿住宿,387,left,08
しょてん,しょてん,書店,遙書店、出版社書局,387,left,09
すいしゃ,すいしゃ,水車,水車、以水力轉動的輪,387,right,11
てんぼうだい,てんぼうだい,展望台,瞭堂臺,387,right,04
びよういん,びよういん,美容院,美容院、著了、國美容院行,388,left,17
びるでぃんぐ,ビルディング,ビルディング,大樓、建築物,388,left,08
ぼおい,ボーイ,ボーイ,少年、男孩、男服務員,388,left,09
ほり,ほり,堀,潮染、幸溝,388,left,20
まちあいしつ,まちあいしつ,待合室,候車室、候診室、等修室,388,left,21
まどぐち,まどぐち,窓口,窗口、與外、管道、窗品,388,left,02
ゆうえんち,ゆうえんち,遊園地,遊樂坦龍,388,right,
ようちえん,ようちえん,幼稚園,幼稚轅,388,right,
ろびい,ロビー,ロビー,大廳,388,right,
いりょう,いりょう,医療,醫療,388,right,
きゅうしん,きゅうしん,休診,停診,389,left,03
げか,げか,外科,外科、開刀治療科別,389,left,04
しんさつ,しんさつ,診察,診察診斷,389,left,05
せいけい,せいけい,整形,遙整形,389,left,07
ないか,ないか,内科,內科,389,left,08
ふりい,フリー,フリー,自由、免費,389,right,oo
みまい,みまい,見舞い,探望、慰問、昔受、挨、遭受、圖見舞,389,right,40
みまう,みまう,見舞う,探望、慰問,389,right,
いちば,いちば,市場,市場、商場,389,right,01
いてん,いてん,移転,搬遷、遷移,389,right,02
かんばん,かんばん,看板,招牌、牌子、幌子、關門、停止營業時間,390,left,00
きっさ,きっさ,喫茶,喝茶、喫茶、飲茶,390,left,05
きょうどう,きょうどう,共同,共同、一起做,390,left,06
ぎょうれつ,ぎょうれつ,行列,入貶行列、隊伍、列隊、矩陣,390,left,07
くりいにんぐ,クリーニング,クリーニング,洗滌,390,left,98
さあびす,サービス,サービス,生後服務服務、接待、侍候、關、廉價出售、附帶贈品出售位,390,right,
しゃったあ,シャッター,シャッター,鐵捲門、照相機快門,390,right,
しょうてん,しょうてん,商店,商店、店鋪,390,right,
じょうとう,じょうとう,上等,上等、優質,391,left,15
そばや,そばや,蕎麦屋,蕎麥麵店,391,left,18
ていきゅうび,ていきゅうび,定休日,定期公休日,391,left,20
でむかえる,でむかえる,出迎える,迎接,391,right,21
とうじょう,とうじょう,登場,出場登臺、上場演出、登場出現,391,right,23
ひきとめる,ひきとめる,引き止める,留、挽留、制止、拉信,391,right,24
ひょうばん,ひょうばん,評判,評信、評論!名聲名有、受到注目,391,right,26
へいてん,へいてん,閉店,關門、倒閉,392,left,27
みせや,みせや,店屋,店舗、商店,392,left,28
やっきょく,やっきょく,薬局,藥局、藥鋪、藥店,392,right,
ようひんてん,ようひんてん,洋品店,舶來品店、精品店、西裝店,392,right,
うんばん,うんばん,運搬,搬運、運輸,393,left,03
かそく,かそく,加速,加速、速度變快,393,left,05
かもつ,かもつ,貨物,貨物、貨車,393,right,07
げしゃ,げしゃ,下車,下車、從車上下來,393,right,om
こうつうきかん,こうつうきかん,交通機関,交通機關、交通設施,393,right,op
ざせき,ざせき,座席,座位、座席、乘坐、席位,393,right,11
じそく,じそく,時速,時速、每小時速度,394,left,13
しゃりん,しゃりん,車輪,排命、勢力表現、排、命於、盡力於,394,left,14
そくりょく,そくりょく,速力,急速率、速度,394,left,16
でむかえ,でむかえ,出迎え,還接、迎接的人、回出迎元-上旋名,394,left,07
とんねる,トンネル,トンネル,隧道,394,left,
はっしゃ,はっしゃ,発車,發車、開車,394,right,
はんどる,ハンドル,ハンドル,把手、方向盤,394,right,
ひょうしき,ひょうしき,標識,標誌、標記、記號、信號,394,right,
めんきよょしょう,めんきよょしょう,免許証,批准、許可證、執照,395,left,25
ゆそう,ゆそう,輸送,輸送、傳送,395,left,27
よっと,ヨット,ヨット,遊艇、快艇,395,left,28
おうふく,おうふく,往復,往返、來往、通行量,395,left,01
